log_id,timestamp,student_id,job_id,model_version,rank_position,offline_score,served_score,skew,feat_skill_score,feat_skill_gap,feat_verified_skills,feat_years_exp,college_tier,region,defect_probability,is_predicted_defect,estimated_user_impact,clicked,applied,defect_category,defect_rank
L000949,2026-05-09T14:00:00,S0261,J006,v1.2,1,0.9493,1.0,0.1001,4.52,2.77,2,1.7,3,urban,0.6622,1,0.7947,1,0,skew_induced,156
L004623,2026-05-08T22:00:00,S0184,J011,v1.1,1,0.3493,0.3927,0.0434,3.532,-0.79,4,3.3,3,urban,0.7304,1,0.7938,0,0,none,157
L007423,2026-06-18T07:00:00,S0281,J017,v1.2,1,0.1741,0.2699,0.0958,1.498,-1.85,3,0.0,1,semi_urban,0.6662,1,0.7938,0,0,skew_induced,158
L002025,2026-05-02T07:00:00,S0106,J045,v1.0,1,0.361,0.361,0.0,2.58,-1.12,4,0.8,2,urban,0.7918,1,0.7918,0,0,none,159
L001908,2026-06-18T08:00:00,S0091,J015,v1.0,1,0.3601,0.3601,0.0,2.58,-0.32,8,1.6,2,urban,0.7918,1,0.7918,1,0,false_negative,160
L006208,2026-06-08T23:00:00,S0156,J005,v1.0,1,0.359,0.359,0.0,2.85,-0.65,5,0.4,2,rural,0.7892,1,0.7892,1,0,false_negative,161
L003982,2026-06-25T08:00:00,S0048,J027,v1.0,1,0.3587,0.3587,0.0,2.57,-0.83,2,1.3,2,semi_urban,0.7892,1,0.7892,1,0,false_negative,162
L007286,2026-05-01T13:00:00,S0026,J015,v1.0,1,0.3619,0.3619,0.0,2.5,-0.4,7,0.5,2,rural,0.7892,1,0.7892,1,0,false_negative,163
L006728,2026-06-18T03:00:00,S0026,J000,v1.0,1,0.3607,0.3607,0.0,2.5,-0.7,7,0.5,2,rural,0.7892,1,0.7892,0,0,none,164
L000215,2026-04-22T03:00:00,S0176,J045,v1.1,1,0.7086,0.7556,0.047,4.663,0.94,7,0.4,2,urban,0.7194,1,0.787,1,0,none,165
L000207,2026-04-22T13:00:00,S0238,J043,v1.0,1,0.3584,0.3584,0.0,3.25,-0.65,7,2.1,1,urban,0.7869,1,0.7869,1,0,false_negative,166
L001469,2026-06-02T23:00:00,S0122,J039,v1.0,1,0.3572,0.3572,0.0,2.84,-0.76,3,1.9,1,urban,0.7869,1,0.7869,0,0,none,167
L000192,2026-05-26T22:00:00,S0244,J009,v1.1,1,0.6918,0.7391,0.0473,4.174,0.95,3,2.0,2,urban,0.7129,1,0.7804,1,0,none,168
L003926,2026-06-05T17:00:00,S0227,J002,v1.1,1,0.7314,0.8084,0.077,4.069,0.83,8,2.7,2,rural,0.6759,1,0.78,1,0,skew_induced,169
L002373,2026-05-27T20:00:00,S0176,J020,v1.2,1,0.8815,0.994,0.1125,4.696,2.34,7,0.4,2,urban,0.6361,1,0.7792,1,0,skew_induced,170
L001082,2026-06-01T04:00:00,S0014,J033,v1.2,1,0.6459,0.7899,0.144,3.272,0.6,6,2.1,2,urban,0.6022,1,0.7757,0,0,false_positive,171
L005625,2026-05-29T02:00:00,S0153,J038,v1.1,1,0.8224,0.8916,0.0692,3.395,1.56,8,1.6,2,urban,0.68,1,0.7741,1,0,skew_induced,172
L001466,2026-04-27T05:00:00,S0127,J049,v1.0,1,0.8597,0.8597,0.0,3.84,1.94,2,2.3,1,rural,0.7732,1,0.7732,0,0,false_positive,173
L004979,2026-06-26T18:00:00,S0075,J012,v1.1,1,0.7918,0.832,0.0402,4.35,1.03,6,2.5,2,urban,0.7082,1,0.7651,1,1,none,174
L007049,2026-06-11T19:00:00,S0288,J023,v1.1,1,0.7021,0.7753,0.0733,3.697,1.16,7,1.0,2,urban,0.6663,1,0.7639,1,0,skew_induced,175
L001190,2026-04-12T14:00:00,S0042,J034,v1.1,2,0.7243,0.8347,0.1103,4.215,1.46,7,0.6,3,rural,0.987,1,0.7601,1,0,skew_induced,176
L003217,2026-04-29T10:00:00,S0100,J046,v1.2,1,0.7971,0.9249,0.1278,3.404,1.44,5,1.4,3,urban,0.6036,1,0.7578,1,0,skew_induced,177
L001232,2026-06-20T21:00:00,S0042,J022,v1.2,1,0.6985,0.743,0.0445,4.182,0.96,7,0.6,3,rural,0.6928,1,0.7545,1,0,none,178
L007896,2026-06-01T08:00:00,S0261,J025,v1.2,2,0.7024,0.8167,0.1143,4.527,1.57,2,1.7,3,urban,0.973,1,0.7542,0,0,false_positive,179
L007259,2026-05-11T17:00:00,S0279,J049,v1.0,1,0.8484,0.8484,0.0,3.27,1.37,8,2.1,3,urban,0.7532,1,0.7532,1,0,none,180
L002750,2026-04-03T23:00:00,S0050,J019,v1.1,2,0.7247,0.8308,0.106,4.143,1.49,2,0.8,1,semi_urban,0.9843,1,0.7527,1,1,skew_induced,181
L006773,2026-05-22T09:00:00,S0068,J042,v1.2,1,0.6278,0.7226,0.0949,2.937,0.69,6,2.1,1,urban,0.632,1,0.752,1,0,skew_induced,182
L001946,2026-04-23T21:00:00,S0226,J020,v1.1,1,0.7071,0.795,0.0878,3.344,1.0,3,2.3,1,rural,0.6394,1,0.7517,1,0,skew_induced,183
L001460,2026-05-11T16:00:00,S0069,J020,v1.2,2,0.737,0.8538,0.1168,3.548,1.19,4,1.6,2,rural,0.9657,1,0.7516,1,0,skew_induced,184
L003019,2026-04-02T15:00:00,S0181,J019,v1.1,2,0.6774,0.7902,0.1128,3.566,0.91,3,1.0,3,urban,0.9707,1,0.7506,1,0,skew_induced,185
L002942,2026-06-25T10:00:00,S0240,J023,v1.1,2,0.6954,0.819,0.1235,3.262,0.7,4,1.5,3,rural,0.9527,1,0.7496,0,0,false_positive,186
L006326,2026-05-27T02:00:00,S0177,J017,v1.0,1,0.704,0.704,0.0,4.43,1.13,2,1.1,3,semi_urban,0.7487,1,0.7487,1,0,none,187
L007570,2026-05-08T16:00:00,S0062,J019,v1.1,2,0.6856,0.7966,0.111,3.476,0.82,4,0.4,2,urban,0.9706,1,0.7483,0,0,false_positive,188
L001657,2026-04-12T18:00:00,S0157,J034,v1.2,2,0.6033,0.7175,0.1142,3.277,0.52,2,2.2,2,urban,0.9623,1,0.7458,0,0,false_positive,189
L002912,2026-05-07T13:00:00,S0249,J038,v1.2,2,0.7096,0.8149,0.1053,3.073,1.22,8,1.8,2,urban,0.9737,1,0.7437,0,0,false_positive,190
L006739,2026-05-02T04:00:00,S0012,J007,v1.0,1,0.8981,0.8981,0.0,4.29,2.09,4,2.3,2,urban,0.7433,1,0.7433,1,0,none,191
L005069,2026-04-07T15:00:00,S0093,J004,v1.0,1,0.7033,0.7033,0.0,3.63,0.73,8,1.2,2,semi_urban,0.7412,1,0.7412,1,1,none,192
L006784,2026-05-30T23:00:00,S0170,J003,v1.2,2,0.7271,0.8506,0.1234,3.472,1.51,3,3.0,2,urban,0.9422,1,0.7411,0,0,false_positive,193
L006877,2026-05-30T18:00:00,S0087,J046,v1.2,2,0.7235,0.8275,0.104,2.982,1.03,3,1.3,2,rural,0.97,1,0.7393,0,0,false_positive,194
L000430,2026-06-20T00:00:00,S0097,J042,v1.1,1,0.6688,0.7148,0.046,3.693,1.47,5,1.5,1,urban,0.6743,1,0.7363,1,1,none,195
L005892,2026-04-01T12:00:00,S0214,J007,v1.2,2,0.6025,0.7082,0.1057,2.053,-0.2,2,2.0,3,urban,0.9632,1,0.7362,0,0,false_positive,196
L001103,2026-05-24T01:00:00,S0099,J031,v1.0,1,0.7172,0.7172,0.0,4.91,1.61,5,1.3,3,urban,0.7355,1,0.7355,0,0,false_positive,197
L003519,2026-05-17T11:00:00,S0102,J038,v1.2,2,0.7114,0.811,0.0996,2.92,1.07,4,2.9,2,semi_urban,0.9717,1,0.7352,0,0,false_positive,198
L007300,2026-05-22T07:00:00,S0244,J022,v1.2,2,0.738,0.8451,0.1071,4.204,0.95,3,2.0,2,urban,0.9581,1,0.734,0,0,false_positive,199
L004011,2026-04-08T16:00:00,S0217,J027,v1.2,1,0.2276,0.3293,0.1016,1.621,-1.83,7,0.7,1,semi_urban,0.61,1,0.7339,0,0,skew_induced,200
L005907,2026-05-09T06:00:00,S0072,J003,v1.2,2,0.7531,0.8669,0.1138,2.747,0.79,3,2.8,3,urban,0.9461,1,0.7328,0,0,false_positive,201
L004910,2026-04-12T10:00:00,S0193,J015,v1.2,2,0.7521,0.8638,0.1117,4.436,1.48,4,0.0,3,urban,0.9461,1,0.7303,0,0,false_positive,202
L001709,2026-05-02T17:00:00,S0007,J035,v1.2,2,0.622,0.7381,0.1161,3.628,0.77,8,1.7,3,semi_urban,0.939,1,0.73,0,0,false_positive,203
L003300,2026-06-23T12:00:00,S0093,J042,v1.2,2,0.7283,0.822,0.0937,3.677,1.43,8,1.2,2,semi_urban,0.9708,1,0.7273,0,0,false_positive,204
L006624,2026-06-26T07:00:00,S0083,J025,v1.2,1,0.2649,0.3521,0.0873,1.694,-1.25,5,0.9,1,urban,0.6184,1,0.7264,0,0,skew_induced,205
L004354,2026-04-12T22:00:00,S0052,J023,v1.1,1,0.2813,0.3784,0.0971,1.119,-1.43,2,2.6,3,semi_urban,0.6082,1,0.7263,0,0,skew_induced,206
L001443,2026-05-09T14:00:00,S0052,J016,v1.2,1,0.2883,0.2903,0.002,1.071,-1.33,2,2.6,3,semi_urban,0.7223,1,0.7251,1,0,false_negative,207
L007367,2026-04-03T12:00:00,S0122,J038,v1.1,1,0.6586,0.742,0.0834,2.882,1.04,3,1.9,1,urban,0.6196,1,0.723,1,0,skew_induced,208
L003444,2026-05-02T06:00:00,S0164,J032,v1.1,1,0.7507,0.8228,0.0721,3.986,1.25,2,2.0,2,semi_urban,0.6319,1,0.723,0,0,false_positive,209
L003342,2026-06-07T04:00:00,S0180,J025,v1.2,2,0.7155,0.852,0.1365,3.748,0.78,3,1.0,3,urban,0.8994,1,0.7224,0,0,false_positive,210
L006432,2026-05-04T21:00:00,S0075,J026,v1.2,2,0.7202,0.8148,0.0946,4.377,1.53,6,2.5,2,urban,0.9619,1,0.7217,0,0,false_positive,211
L004917,2026-04-30T06:00:00,S0025,J048,v1.1,2,0.609,0.7156,0.1066,4.073,0.72,7,1.9,1,semi_urban,0.9424,1,0.7214,0,0,false_positive,212
L005017,2026-04-16T00:00:00,S0008,J033,v1.0,1,0.8457,0.8457,0.0,4.6,2.0,2,1.1,1,urban,0.7214,1,0.7214,0,0,false_positive,213
L004285,2026-06-21T13:00:00,S0171,J046,v1.1,2,0.6555,0.7627,0.1072,2.754,0.8,8,3.1,2,urban,0.9415,1,0.7213,0,0,false_positive,214
L005321,2026-04-24T12:00:00,S0272,J036,v1.1,1,0.6842,0.7615,0.0772,3.819,1.08,8,0.2,1,urban,0.6248,1,0.7212,0,0,false_positive,215
L000852,2026-04-15T16:00:00,S0221,J003,v1.0,1,0.8432,0.8432,0.0,3.82,1.92,5,1.6,2,urban,0.7182,1,0.7182,1,0,none,216
L006332,2026-04-02T03:00:00,S0205,J012,v1.2,2,0.7085,0.8101,0.1016,4.491,1.14,6,2.0,1,semi_urban,0.9455,1,0.7177,1,0,skew_induced,217
L003962,2026-05-13T12:00:00,S0007,J004,v1.2,2,0.6544,0.7608,0.1064,3.623,0.67,8,1.7,3,semi_urban,0.9377,1,0.7175,0,0,false_positive,218
L004575,2026-04-17T18:00:00,S0062,J004,v1.1,2,0.6383,0.7522,0.1139,3.477,0.52,4,0.4,2,urban,0.9263,1,0.7175,1,0,skew_induced,219
L000757,2026-04-25T13:00:00,S0074,J033,v1.2,2,0.6728,0.7794,0.1066,2.913,0.26,8,2.3,1,urban,0.9359,1,0.7164,0,0,false_positive,220
L006338,2026-05-23T13:00:00,S0291,J006,v1.2,2,0.7011,0.8261,0.125,2.593,0.83,3,3.0,1,urban,0.9078,1,0.716,1,0,skew_induced,221
L001271,2026-04-07T14:00:00,S0159,J031,v1.2,1,0.6463,0.7026,0.0563,3.648,0.32,4,2.0,3,semi_urban,0.6431,1,0.7156,1,0,skew_induced,222
L007487,2026-06-11T18:00:00,S0181,J025,v1.1,2,0.6305,0.736,0.1055,3.563,0.61,3,1.0,3,urban,0.9362,1,0.7153,0,0,false_positive,223
L003730,2026-05-25T11:00:00,S0140,J019,v1.2,2,0.661,0.7768,0.1159,3.608,0.95,6,0.7,2,rural,0.9196,1,0.7147,0,0,false_positive,224
L006922,2026-05-09T14:00:00,S0265,J002,v1.0,1,0.7384,0.7384,0.0,4.4,1.2,6,2.2,1,semi_urban,0.7144,1,0.7144,1,1,none,225
L002174,2026-05-26T04:00:00,S0176,J010,v1.1,2,0.6773,0.7785,0.1011,4.691,1.34,7,0.4,2,urban,0.9404,1,0.7133,0,0,false_positive,226
L001334,2026-04-16T21:00:00,S0177,J008,v1.2,2,0.6785,0.7754,0.0968,4.478,0.83,2,1.1,3,semi_urban,0.9466,1,0.7129,0,0,false_positive,227
L000816,2026-05-21T21:00:00,S0000,J034,v1.0,1,0.7481,0.7481,0.0,4.0,1.3,2,0.0,3,semi_urban,0.7126,1,0.7126,1,0,none,228
L004905,2026-04-20T00:00:00,S0074,J046,v1.1,2,0.7025,0.8244,0.1219,2.921,0.96,8,2.3,1,urban,0.9079,1,0.7125,1,0,skew_induced,229
L001851,2026-05-22T00:00:00,S0093,J019,v1.1,1,0.6344,0.7072,0.0728,3.666,1.03,8,1.2,2,semi_urban,0.6215,1,0.712,0,0,false_positive,230
L004381,2026-05-24T05:00:00,S0025,J013,v1.1,2,0.6588,0.7724,0.1136,4.077,0.52,7,1.9,1,semi_urban,0.9193,1,0.7118,0,0,false_positive,231
L003573,2026-05-26T09:00:00,S0226,J049,v1.0,1,0.7294,0.7294,0.0,3.3,1.4,3,2.3,1,rural,0.7109,1,0.7109,0,0,false_positive,232
L007827,2026-05-05T03:00:00,S0270,J029,v1.2,2,0.6177,0.7284,0.1107,3.735,0.48,4,1.7,1,urban,0.9223,1,0.7108,0,0,false_positive,233
L005608,2026-04-03T08:00:00,S0032,J036,v1.1,2,0.6346,0.7466,0.112,3.486,0.73,2,1.6,2,semi_urban,0.9202,1,0.7106,0,0,false_positive,234
L000106,2026-06-18T18:00:00,S0083,J018,v1.0,1,0.1795,0.1795,0.0,1.65,-1.65,5,0.9,1,urban,0.7094,1,0.7094,0,0,none,235
L006106,2026-04-06T16:00:00,S0220,J035,v1.1,2,0.6885,0.7851,0.0967,3.898,1.05,8,2.3,2,rural,0.9418,1,0.7091,0,0,false_positive,236
L006933,2026-04-17T21:00:00,S0008,J037,v1.2,2,0.6937,0.7885,0.0948,4.647,1.0,2,1.1,1,urban,0.9435,1,0.7081,0,0,false_positive,237
L006822,2026-05-21T23:00:00,S0020,J036,v1.2,1,0.7018,0.7765,0.0748,3.687,0.95,3,0.9,3,rural,0.6152,1,0.7072,1,0,skew_induced,238
L007118,2026-06-07T17:00:00,S0282,J032,v1.1,2,0.6147,0.7242,0.1095,3.585,0.83,8,0.7,1,urban,0.9186,1,0.7065,0,0,false_positive,239
L002497,2026-04-08T03:00:00,S0108,J042,v1.1,1,0.581,0.7393,0.1583,2.699,0.42,4,1.0,1,urban,0.5361,1,0.7059,1,0,skew_induced,240
L000560,2026-06-17T20:00:00,S0005,J020,v1.1,1,0.69,0.7646,0.0747,2.797,0.46,8,2.3,3,urban,0.613,1,0.7046,1,0,skew_induced,241
L000905,2026-06-05T08:00:00,S0141,J038,v1.1,1,0.6207,0.7109,0.0902,2.765,0.92,3,0.8,2,urban,0.596,1,0.7035,1,0,skew_induced,242
L000197,2026-04-07T16:00:00,S0159,J034,v1.0,1,0.7257,0.7257,0.0,3.62,0.92,4,2.0,3,semi_urban,0.7029,1,0.7029,1,1,none,243
L003687,2026-05-29T00:00:00,S0144,J002,v1.2,2,0.6694,0.785,0.1156,3.958,0.7,2,1.2,2,urban,0.9046,1,0.7027,0,0,false_positive,244
L000774,2026-04-07T19:00:00,S0169,J024,v1.2,1,0.651,0.7076,0.0566,4.468,0.84,3,2.1,3,semi_urban,0.6307,1,0.7021,1,0,skew_induced,245
L000086,2026-05-31T19:00:00,S0066,J032,v1.1,2,0.6129,0.7187,0.1058,3.193,0.44,6,1.0,2,semi_urban,0.9177,1,0.7015,0,0,false_positive,246
L001893,2026-04-26T07:00:00,S0244,J036,v1.1,1,0.7675,0.8349,0.0674,4.184,1.45,3,2.0,2,urban,0.6175,1,0.7007,1,1,skew_induced,247
L002670,2026-05-11T08:00:00,S0150,J019,v1.2,2,0.6855,0.8401,0.1545,3.687,1.01,7,1.4,3,urban,0.8484,1,0.7007,0,0,false_positive,248
L002801,2026-05-27T21:00:00,S0053,J047,v1.2,1,0.6578,0.7181,0.0603,4.32,0.69,3,3.7,2,semi_urban,0.6227,1,0.6978,0,0,false_positive,249
L004726,2026-05-28T12:00:00,S0176,J008,v1.2,1,0.6966,0.7464,0.0498,4.665,1.04,7,0.4,2,urban,0.6309,1,0.6937,1,0,none,250
L000225,2026-04-09T04:00:00,S0028,J016,v1.2,2,0.6133,0.7266,0.1133,3.487,1.03,4,1.6,1,semi_urban,0.8955,1,0.6931,1,0,skew_induced,251
L000692,2026-06-18T20:00:00,S0276,J046,v1.1,1,0.6202,0.7481,0.1279,3.084,1.12,3,1.5,2,rural,0.5517,1,0.6928,1,0,skew_induced,252
L001726,2026-04-27T15:00:00,S0115,J040,v1.2,2,0.6687,0.7775,0.1088,3.814,1.06,8,1.5,3,urban,0.8999,1,0.6913,0,0,false_positive,253
L000412,2026-06-02T17:00:00,S0192,J025,v1.2,1,0.7401,0.8029,0.0628,4.381,1.45,5,0.1,1,semi_urban,0.6131,1,0.6901,1,0,skew_induced,254
L004969,2026-06-26T09:00:00,S0233,J007,v1.1,2,0.6653,0.7793,0.114,2.897,0.64,4,1.5,2,semi_urban,0.8896,1,0.6893,0,0,false_positive,255
L001972,2026-04-10T07:00:00,S0023,J006,v1.2,2,0.7231,0.8066,0.0835,3.452,1.71,2,1.9,3,semi_urban,0.9351,1,0.6885,0,0,false_positive,256
L006715,2026-05-07T13:00:00,S0270,J025,v1.1,1,0.5875,0.729,0.1415,3.751,0.78,4,1.7,1,urban,0.5361,1,0.6879,0,0,false_positive,257
L002757,2026-04-19T11:00:00,S0008,J036,v1.2,1,0.8668,0.9089,0.0421,4.621,1.9,2,1.1,1,urban,0.6327,1,0.686,0,0,false_positive,258
L006096,2026-05-23T02:00:00,S0030,J006,v1.1,2,0.7545,0.8588,0.1044,3.412,1.66,5,0.4,3,semi_urban,0.899,1,0.6856,1,0,skew_induced,259
L000295,2026-06-11T03:00:00,S0090,J007,v1.2,1,0.7105,0.7563,0.0458,3.413,1.19,2,1.6,1,semi_urban,0.6279,1,0.6855,0,0,false_positive,260
L002176,2026-06-18T09:00:00,S0195,J032,v1.1,1,0.6893,0.7695,0.0802,3.24,0.5,8,2.6,1,semi_urban,0.5905,1,0.6852,1,1,skew_induced,261
L006929,2026-06-26T04:00:00,S0090,J042,v1.1,1,0.6913,0.7712,0.0798,3.43,1.19,2,1.6,1,semi_urban,0.5905,1,0.6848,1,1,skew_induced,262
L005227,2026-05-14T12:00:00,S0188,J008,v1.0,1,0.2022,0.2022,0.0,1.57,-2.03,5,1.4,3,semi_urban,0.6848,1,0.6848,0,0,none,263
L003436,2026-06-12T07:00:00,S0194,J009,v1.0,1,0.7612,0.7612,0.0,4.09,0.89,3,0.5,1,semi_urban,0.6844,1,0.6844,1,0,none,264
L002179,2026-05-12T00:00:00,S0054,J044,v1.1,2,0.7477,0.8436,0.0959,5.048,1.1,6,1.0,3,urban,0.9075,1,0.6824,0,0,false_positive,265
L005245,2026-04-23T04:00:00,S0007,J028,v1.1,2,0.7842,0.891,0.1068,3.623,1.47,8,1.7,3,semi_urban,0.8901,1,0.6815,1,1,skew_induced,266
L004445,2026-05-27T07:00:00,S0268,J007,v1.2,1,0.6471,0.7107,0.0635,3.322,1.09,7,1.2,1,urban,0.6043,1,0.681,1,1,skew_induced,267
L004353,2026-06-03T07:00:00,S0293,J038,v1.2,2,0.7616,0.8894,0.1278,3.284,1.42,6,1.8,1,semi_urban,0.8568,1,0.6788,1,0,skew_induced,268
L003352,2026-06-03T08:00:00,S0272,J019,v1.1,2,0.7497,0.8422,0.0925,3.826,1.18,8,0.2,1,urban,0.9072,1,0.6783,0,0,false_positive,269
L002735,2026-04-09T20:00:00,S0288,J033,v1.0,1,0.7295,0.7295,0.0,3.66,1.06,7,1.0,2,urban,0.6771,1,0.6771,1,0,none,270
L005867,2026-05-06T09:00:00,S0103,J033,v1.1,1,0.6892,0.7469,0.0577,3.679,1.05,5,1.4,3,urban,0.6067,1,0.6767,1,0,skew_induced,271
L000555,2026-05-07T13:00:00,S0054,J001,v1.0,1,0.7474,0.7474,0.0,5.0,1.3,6,1.0,3,urban,0.6765,1,0.6765,0,0,false_positive,272
L000569,2026-05-06T12:00:00,S0178,J028,v1.1,1,0.7745,0.8398,0.0653,3.943,1.81,5,1.8,3,semi_urban,0.5982,1,0.6764,1,0,skew_induced,273
L005506,2026-06-25T09:00:00,S0099,J015,v1.2,2,0.8411,0.9496,0.1085,4.964,2.01,5,1.3,3,urban,0.8802,1,0.6759,0,0,false_positive,274
L005188,2026-04-24T12:00:00,S0050,J020,v1.2,1,0.8282,0.8963,0.0681,4.124,1.79,2,0.8,1,semi_urban,0.594,1,0.6749,1,0,skew_induced,275
L006178,2026-04-29T19:00:00,S0122,J006,v1.0,1,0.7315,0.7315,0.0,2.84,1.14,3,1.9,1,urban,0.6747,1,0.6747,0,0,false_positive,276
L003906,2026-06-06T22:00:00,S0020,J048,v1.1,2,0.604,0.7054,0.1015,3.701,0.35,3,0.9,3,rural,0.8869,1,0.6732,0,0,false_positive,277
L000280,2026-05-02T04:00:00,S0250,J016,v1.1,1,0.6064,0.7581,0.1518,2.986,0.51,4,1.0,2,urban,0.5158,1,0.6724,1,0,skew_induced,278
L000031,2026-06-07T05:00:00,S0169,J023,v1.1,1,0.8,0.8663,0.0663,4.473,1.94,3,2.1,3,semi_urban,0.5906,1,0.6689,1,0,skew_induced,279
L002032,2026-05-10T14:00:00,S0061,J000,v1.2,2,0.5545,0.7052,0.1507,3.535,0.26,2,1.2,2,urban,0.8144,1,0.6687,0,0,false_positive,280
L007019,2026-04-18T09:00:00,S0011,J032,v1.2,1,0.6407,0.7051,0.0643,3.222,0.49,8,1.5,3,urban,0.5916,1,0.6676,0,0,false_positive,281
L004697,2026-04-20T10:00:00,S0075,J040,v1.1,1,0.6934,0.7674,0.0739,4.367,1.63,6,2.5,2,urban,0.581,1,0.6669,1,0,skew_induced,282
L006720,2026-06-24T00:00:00,S0105,J046,v1.1,1,0.869,1.0,0.1517,4.076,2.1,5,0.0,3,rural,0.5114,1,0.6666,1,1,skew_induced,283
L005130,2026-04-24T09:00:00,S0295,J033,v1.0,1,0.7209,0.7209,0.0,3.58,0.98,8,2.5,3,urban,0.6662,1,0.6662,1,0,none,284
L004965,2026-04-12T07:00:00,S0066,J006,v1.2,2,0.8324,0.9463,0.1139,3.197,1.44,6,1.0,2,semi_urban,0.8592,1,0.6656,0,0,false_positive,285
L007462,2026-05-18T00:00:00,S0198,J007,v1.1,2,0.74,0.8597,0.1197,3.22,0.96,4,1.8,1,urban,0.8505,1,0.6651,1,1,skew_induced,286
L000875,2026-04-28T17:00:00,S0157,J002,v1.2,2,0.5544,0.7014,0.147,3.293,0.02,2,2.2,2,urban,0.8144,1,0.6649,0,0,false_positive,287
L002490,2026-06-04T16:00:00,S0294,J027,v1.1,1,0.2812,0.3835,0.1023,2.241,-1.21,8,0.3,3,urban,0.5519,1,0.6648,0,0,skew_induced,288
L002317,2026-05-09T15:00:00,S0212,J049,v1.2,2,0.7161,0.806,0.0899,2.925,0.98,5,1.5,1,urban,0.893,1,0.6648,0,0,false_positive,289
L005454,2026-06-07T12:00:00,S0220,J005,v1.2,2,0.5863,0.7137,0.1274,3.914,0.35,8,2.3,2,rural,0.8397,1,0.6648,0,0,false_positive,290
L004503,2026-05-03T18:00:00,S0275,J006,v1.2,1,0.8543,0.951,0.0968,3.778,2.03,3,0.7,2,semi_urban,0.5561,1,0.6637,1,1,skew_induced,291
L007748,2026-04-16T01:00:00,S0007,J042,v1.2,1,0.7085,0.7803,0.0718,3.606,1.37,8,1.7,3,semi_urban,0.5803,1,0.6637,0,0,false_positive,292
L005171,2026-06-26T18:00:00,S0075,J020,v1.1,2,0.8926,0.9447,0.0521,4.356,2.03,6,2.5,2,urban,0.9522,1,0.6633,1,0,skew_induced,293
L006170,2026-04-17T11:00:00,S0164,J042,v1.2,1,0.8477,0.8971,0.0494,3.975,1.75,2,2.0,2,semi_urban,0.6025,1,0.6621,1,1,none,294
L001327,2026-05-25T14:00:00,S0004,J008,v1.1,1,0.179,0.2691,0.0901,2.115,-1.53,4,1.5,1,rural,0.5609,1,0.662,1,1,false_negative,295
L004593,2026-06-28T14:00:00,S0019,J006,v1.2,1,0.7541,0.8441,0.09,2.625,0.88,4,1.6,2,rural,0.5608,1,0.6617,1,0,skew_induced,296
L001193,2026-04-18T00:00:00,S0228,J004,v1.2,2,0.7143,0.7992,0.0849,3.922,0.98,5,0.9,2,semi_urban,0.8945,1,0.6602,0,0,false_positive,297
L004633,2026-06-10T06:00:00,S0228,J049,v1.2,2,0.8381,0.9469,0.1088,3.934,1.98,5,0.9,2,semi_urban,0.8592,1,0.6601,0,0,false_positive,298
L001380,2026-05-03T21:00:00,S0103,J004,v1.1,1,0.6374,0.7196,0.0821,3.691,0.75,5,1.4,3,urban,0.5654,1,0.6582,1,0,skew_induced,299
L004838,2026-06-18T17:00:00,S0244,J047,v1.2,2,0.6076,0.7034,0.0958,4.198,0.55,3,2.0,2,urban,0.8748,1,0.6577,0,0,false_positive,300
L000063,2026-06-29T00:00:00,S0157,J006,v1.0,1,0.7266,0.7266,0.0,3.22,1.52,2,2.2,2,urban,0.6574,1,0.6574,1,0,none,301
L003837,2026-06-23T03:00:00,S0068,J028,v1.2,2,0.656,0.7548,0.0987,2.939,0.79,6,2.1,1,urban,0.8691,1,0.6565,0,0,false_positive,302
L005838,2026-05-07T09:00:00,S0181,J026,v1.1,1,0.6407,0.7087,0.068,3.544,0.71,3,1.0,3,urban,0.5772,1,0.6557,0,0,false_positive,303
L004095,2026-06-02T19:00:00,S0100,J007,v1.1,2,0.7123,0.7974,0.0851,3.383,1.14,5,1.4,3,urban,0.888,1,0.6556,0,0,false_positive,304
L002244,2026-06-27T19:00:00,S0164,J032,v1.0,1,0.808,0.808,0.0,3.95,1.25,2,2.0,2,semi_urban,0.6552,1,0.6552,1,0,none,305
L005508,2026-05-11T22:00:00,S0262,J042,v1.2,2,0.6485,0.7481,0.0996,2.78,0.53,7,0.4,2,rural,0.8637,1,0.6535,0,0,false_positive,306
L007507,2026-05-02T04:00:00,S0228,J016,v1.1,2,0.7126,0.7545,0.0419,3.901,1.48,5,0.9,2,semi_urban,0.9554,1,0.6533,0,0,false_positive,307
L004025,2026-05-08T10:00:00,S0221,J020,v1.2,1,0.7736,0.8758,0.1022,3.871,1.52,5,1.6,2,urban,0.5395,1,0.6498,1,1,skew_induced,308
L000113,2026-05-05T18:00:00,S0097,J007,v1.2,2,0.7245,0.7663,0.0418,3.691,1.47,5,1.5,1,urban,0.9501,1,0.6495,0,0,false_positive,309
L004610,2026-04-25T08:00:00,S0081,J007,v1.1,2,0.8177,0.9382,0.1205,4.03,1.77,4,2.1,2,rural,0.8292,1,0.6492,0,0,false_positive,310
L007711,2026-04-29T04:00:00,S0075,J019,v1.0,1,0.7599,0.7599,0.0,4.33,1.73,6,2.5,2,urban,0.6491,1,0.6491,1,0,none,311
L005777,2026-04-04T15:00:00,S0273,J046,v1.1,2,0.6051,0.7007,0.0956,2.758,0.81,4,1.0,2,semi_urban,0.8634,1,0.6489,0,0,false_positive,312
