log_id,student_id,job_id,match_score_train,skill_gap,verified_skills,years_exp,model_score,skill_score_feature
L000388,S0024,J008,0.2764,-1.06,7,0.7,0.2764,1.94
L000389,S0134,J030,0.4059,-0.74,2,0.0,0.4059,2.26
L000390,S0224,J026,0.4173,-0.67,7,1.4,0.4173,2.33
L000391,S0010,J019,0.4632,-0.27,6,1.1,0.4632,2.73
L000392,S0255,J017,0.2984,-1.2,4,1.3,0.2984,1.8
L000393,S0184,J049,0.7274,1.61,4,3.3,0.7274,4.61
L000394,S0137,J008,0.3958,-0.77,4,1.2,0.3958,2.23
L000395,S0008,J036,0.8626,1.9,2,1.1,0.8626,4.9
L000396,S0011,J000,0.4647,-0.01,8,1.5,0.4647,2.99
L000397,S0083,J043,0.1583,-2.25,5,0.9,0.1583,0.75
L000398,S0205,J040,0.9118,1.74,6,2.0,0.9118,4.74
L000399,S0197,J033,0.5866,0.41,4,2.5,0.5866,3.41
L000400,S0122,J034,0.5195,0.14,3,1.9,0.5195,3.14
L000401,S0251,J030,0.4615,-0.33,4,1.5,0.4615,2.67
L000402,S0106,J012,0.504,-0.72,4,0.8,0.504,2.2800000000000002
L000403,S0268,J033,0.6515,0.69,7,1.2,0.6515,3.69
L000404,S0270,J004,0.6082,0.78,4,1.7,0.6082,3.7800000000000002
L000405,S0028,J000,0.482,0.23,4,1.6,0.482,3.23
L000406,S0104,J038,0.808,1.7,7,1.3,0.808,4.7
L000407,S0071,J014,0.2128,-1.77,5,2.5,0.2128,1.23
L000408,S0066,J035,0.5256,0.34,6,1.0,0.5256,3.34
L000409,S0298,J012,0.1272,-1.87,8,1.5,0.1272,1.13
L000410,S0288,J031,0.4937,0.36,7,1.0,0.4937,3.36
L000411,S0185,J002,0.6231,0.39,5,1.7,0.6231,3.39
L000412,S0192,J025,0.7401,1.45,5,0.1,0.7401,4.45
L000413,S0103,J004,0.6564,0.75,5,1.4,0.6564,3.75
L000414,S0108,J002,0.4466,-0.58,4,1.0,0.4466,2.42
L000415,S0037,J004,0.4362,-0.55,7,2.7,0.4362,2.45
L000416,S0128,J005,0.2038,-1.28,3,1.7,0.2038,1.72
L000417,S0013,J023,0.4179,-0.48,8,1.1,0.4179,2.52
L000418,S0041,J018,0.3282,-0.79,7,1.5,0.3282,2.21
L000419,S0218,J007,0.6568,0.7,6,2.8,0.6568,3.7
L000420,S0173,J031,0.394,-0.29,5,0.8,0.394,2.71
L000421,S0075,J018,0.7403,1.03,6,2.5,0.7403,4.03
L000422,S0163,J023,0.7897,1.3,6,1.8,0.7897,4.3
L000423,S0088,J036,0.3335,-1.06,4,0.6,0.3335,1.94
L000424,S0001,J006,0.7416,1.1,4,1.2,0.7416,4.1
L000425,S0019,J049,0.6707,0.68,4,1.6,0.6707,3.68
L000426,S0054,J015,0.9602,2.1,6,1.0,0.9602,5.1
L000427,S0283,J017,0.2492,-1.09,6,2.5,0.2492,1.91
L000428,S0209,J036,0.581,0.34,8,1.6,0.581,3.34
L000429,S0020,J011,0.4371,-0.65,3,0.9,0.4371,2.35
L000430,S0097,J042,0.6688,1.47,5,1.5,0.6688,4.47
L000431,S0202,J024,0.1848,-1.64,4,2.1,0.1848,1.36
L000432,S0122,J020,0.6624,0.54,3,1.9,0.6624,3.54
L000433,S0142,J030,0.0981,-2.12,7,3.5,0.0981,0.8799999999999999
L000434,S0089,J028,0.4051,-0.39,3,1.3,0.4051,2.61
L000435,S0175,J034,0.4052,-0.51,6,0.7,0.4052,2.49
L000436,S0251,J047,0.6697,0.37,4,1.5,0.6697,3.37
L000437,S0227,J044,0.5492,0.13,8,2.7,0.5492,3.13
L000438,S0103,J018,0.5408,0.35,5,1.4,0.5408,3.35
L000439,S0298,J005,0.1818,-2.07,8,1.5,0.1818,0.9300000000000002
L000440,S0105,J023,0.8268,1.5,5,0.0,0.8268,4.5
L000441,S0034,J023,0.6325,0.69,5,1.6,0.6325,3.69
L000442,S0084,J022,0.4764,-0.21,7,2.5,0.4764,2.79
L000443,S0187,J038,0.7515,1.47,2,1.1,0.7515,4.47
L000444,S0273,J032,0.4819,0.01,4,1.0,0.4819,3.01
L000445,S0123,J044,0.4443,-0.01,3,1.2,0.4443,2.99
L000446,S0208,J041,0.5202,-0.1,6,0.6,0.5202,2.9
L000447,S0052,J048,0.1114,-2.23,2,2.6,0.1114,0.77
L000448,S0017,J030,0.0856,-2.32,2,2.3,0.0856,0.6800000000000002
L000449,S0253,J001,0.2964,-0.38,6,2.8,0.2964,2.62
L000450,S0244,J026,0.7513,1.35,3,2.0,0.7513,4.35
L000451,S0143,J010,0.4559,-0.38,8,2.9,0.4559,2.62
L000452,S0106,J030,0.2056,-1.72,4,0.8,0.2056,1.28
L000453,S0034,J004,0.523,0.29,5,1.6,0.523,3.29
L000454,S0204,J006,0.7092,1.24,6,1.9,0.7092,4.24
L000455,S0210,J030,0.2534,-1.46,5,1.8,0.2534,1.54
L000456,S0165,J010,0.3197,-1.12,7,1.4,0.3197,1.88
L000457,S0130,J027,0.4553,0.05,2,2.1,0.4553,3.05
L000458,S0171,J011,0.2412,-1.6,8,3.1,0.2412,1.4
L000459,S0233,J003,0.6445,0.94,4,1.5,0.6445,3.94
L000460,S0085,J037,0.315,-1.32,3,2.2,0.315,1.68
L000461,S0255,J000,0.2837,-1.1,4,1.3,0.2837,1.9
L000462,S0056,J032,0.1977,-1.25,4,1.7,0.1977,1.75
L000463,S0162,J023,0.2481,-1.3,6,1.2,0.2481,1.7
L000464,S0202,J015,0.378,-0.94,4,2.1,0.378,2.06
L000465,S0219,J007,0.8412,1.6,2,1.1,0.8412,4.6
L000466,S0114,J005,0.3928,-0.7,7,1.4,0.3928,2.3
L000467,S0165,J016,0.3801,-0.22,7,1.4,0.3801,2.78
L000468,S0125,J010,0.2344,-1.12,2,2.3,0.2344,1.88
L000469,S0294,J039,0.3425,-1.41,8,0.3,0.3425,1.59
L000470,S0114,J038,0.6613,1.0,7,1.4,0.6613,4.0
L000471,S0237,J010,0.3291,-0.8,4,1.6,0.3291,2.2
L000472,S0035,J001,0.2658,-1.84,3,1.9,0.2658,1.16
L000473,S0000,J002,0.5968,0.8,2,0.0,0.5968,3.8
L000474,S0094,J045,0.343,-0.48,2,1.8,0.343,2.52
L000475,S0185,J023,0.7643,1.09,5,1.7,0.7643,4.09
L000476,S0168,J034,0.6099,1.04,7,1.3,0.6099,4.04
L000477,S0262,J004,0.4999,-0.17,7,0.4,0.4999,2.83
L000478,S0269,J001,0.7349,1.3,6,0.0,0.7349,4.3
L000479,S0002,J034,0.6499,0.59,4,0.0,0.6499,3.59
L000480,S0277,J002,0.5081,0.02,7,0.0,0.5081,3.02
L000481,S0027,J029,0.3843,-0.71,6,1.3,0.3843,2.29
L000482,S0212,J038,0.7484,1.08,5,1.5,0.7484,4.08
L000483,S0002,J015,0.602,0.39,4,0.0,0.602,3.39
L000484,S0086,J018,0.3883,-0.57,4,2.7,0.3883,2.43
L000485,S0241,J012,0.4159,-0.08,4,1.4,0.4159,2.92
L000486,S0143,J026,0.5152,0.12,8,2.9,0.5152,3.12
L000487,S0122,J047,0.3638,-0.76,3,1.9,0.3638,2.24
L000488,S0138,J015,0.3278,-0.87,5,1.3,0.3278,2.13
L000489,S0243,J013,0.2754,-0.88,5,2.0,0.2754,2.12
L000490,S0278,J041,0.4385,-0.29,8,2.0,0.4385,2.71
L000491,S0043,J001,0.3579,-1.05,4,1.9,0.3579,1.95
L000492,S0010,J009,0.3523,-0.87,6,1.1,0.3523,2.13
L000493,S0119,J044,0.0,-2.76,5,1.1,0.0,0.2400000000000002
L000494,S0225,J018,0.5248,-0.02,7,0.3,0.5248,2.98
L000495,S0086,J011,0.2637,-1.57,4,2.7,0.2637,1.43
L000496,S0163,J018,0.6191,0.5,6,1.8,0.6191,3.5
L000497,S0021,J024,0.4177,-0.41,5,0.8,0.4177,2.59
L000498,S0062,J045,0.3901,-0.28,4,0.4,0.3901,2.7199999999999998
L000499,S0092,J019,0.2212,-1.65,2,2.4,0.2212,1.35
L000500,S0031,J034,0.328,-1.05,3,2.7,0.328,1.95
L000501,S0287,J002,0.3973,-0.75,3,2.1,0.3973,2.25
L000502,S0214,J007,0.4795,-0.2,2,2.0,0.4795,2.8
L000503,S0098,J015,0.5284,0.38,3,0.9,0.5284,3.38
L000504,S0216,J007,0.7898,1.11,8,2.5,0.7898,4.11
L000505,S0260,J007,0.8206,1.94,3,1.5,0.8206,4.9399999999999995
L000506,S0170,J015,0.7127,0.51,3,3.0,0.7127,3.51
L000507,S0092,J024,0.0633,-2.65,2,2.4,0.0633,0.3500000000000001
L000508,S0149,J033,0.6115,0.63,5,0.7,0.6115,3.63
L000509,S0040,J026,0.547,0.39,5,1.0,0.547,3.39
L000510,S0174,J045,0.2957,-0.94,4,2.7,0.2957,2.06
L000511,S0112,J011,0.1606,-1.64,2,1.5,0.1606,1.36
L000512,S0153,J043,0.4051,-0.54,8,1.6,0.4051,2.46
L000513,S0027,J008,0.3597,-1.11,6,1.3,0.3597,1.89
L000514,S0179,J048,0.2483,-1.04,8,1.4,0.2483,1.96
L000515,S0257,J013,0.2242,-1.1,4,0.0,0.2242,1.9
L000516,S0291,J035,0.4377,-0.27,3,3.0,0.4377,2.73
L000517,S0255,J017,0.2866,-1.2,4,1.3,0.2866,1.8
L000518,S0238,J037,0.4797,-0.35,7,2.1,0.4797,2.65
L000519,S0061,J039,0.5706,-0.14,2,1.2,0.5706,2.86
L000520,S0027,J049,0.6263,0.59,6,1.3,0.6263,3.59
L000521,S0066,J011,0.2917,-1.16,6,1.0,0.2917,1.84
L000522,S0070,J048,0.222,-1.68,2,1.0,0.222,1.32
L000523,S0277,J026,0.6743,0.42,7,0.0,0.6743,3.42
L000524,S0185,J005,0.5202,0.09,5,1.7,0.5202,3.09
L000525,S0133,J038,0.6918,1.19,6,2.7,0.6918,4.1899999999999995
L000526,S0255,J010,0.3054,-1.2,4,1.3,0.3054,1.8
L000527,S0038,J010,0.1637,-1.33,4,1.1,0.1637,1.67
L000528,S0160,J022,0.5415,0.45,2,1.5,0.5415,3.45
L000529,S0254,J029,0.6277,1.05,4,1.8,0.6277,4.05
L000530,S0098,J040,0.5653,0.58,3,0.9,0.5653,3.58
L000531,S0055,J030,0.2013,-1.62,8,2.6,0.2013,1.38
L000532,S0184,J016,0.7332,1.11,4,3.3,0.7332,4.11
L000533,S0295,J018,0.5889,0.28,8,2.5,0.5889,3.2800000000000002
L000534,S0249,J013,0.4159,-0.48,8,1.8,0.4159,2.52
L000535,S0095,J038,0.6084,0.63,7,0.7,0.6084,3.63
L000536,S0115,J028,0.8129,1.66,8,1.5,0.8129,4.66
L000537,S0186,J040,0.7881,0.81,7,2.2,0.7881,3.81
L000538,S0290,J034,0.4702,-0.03,3,2.0,0.4702,2.97
L000539,S0072,J038,0.6223,0.89,3,2.8,0.6223,3.89
L000540,S0081,J008,0.5483,0.37,4,2.1,0.5483,3.37
L000541,S0060,J034,0.3797,-0.59,7,1.6,0.3797,2.41
L000542,S0069,J040,0.6308,0.79,4,1.6,0.6308,3.79
L000543,S0027,J002,0.3086,-0.71,6,1.3,0.3086,2.29
L000544,S0028,J039,0.5074,-0.17,4,1.6,0.5074,2.83
L000545,S0112,J001,0.359,-1.04,2,1.5,0.359,1.96
L000546,S0211,J032,0.3754,-0.57,4,0.9,0.3754,2.43
L000547,S0138,J045,0.1526,-1.67,5,1.3,0.1526,1.33
L000548,S0072,J000,0.3139,-0.51,3,2.8,0.3139,2.49
L000549,S0291,J010,0.4526,-0.77,3,3.0,0.4526,2.23
L000550,S0102,J006,0.7997,1.17,4,2.9,0.7997,4.17
L000551,S0109,J025,0.6675,0.73,2,2.6,0.6675,3.73
L000552,S0133,J005,0.3252,-0.51,6,2.7,0.3252,2.49
L000553,S0246,J027,0.0864,-2.09,6,2.7,0.0864,0.9100000000000001
L000554,S0107,J013,0.2157,-0.85,2,1.3,0.2157,2.15
L000555,S0054,J001,0.7474,1.3,6,1.0,0.7474,4.3
L000556,S0190,J042,0.5525,0.36,7,0.0,0.5525,3.36
L000557,S0191,J025,0.4124,-0.92,6,0.4,0.4124,2.08
L000558,S0230,J049,0.5148,0.1,7,0.9,0.5148,3.1
L000559,S0267,J004,0.5476,0.2,6,1.1,0.5476,3.2
L000560,S0005,J020,0.69,0.46,8,2.3,0.69,3.46
L000561,S0275,J022,0.6243,0.53,3,0.7,0.6243,3.5300000000000002
L000562,S0201,J017,0.3859,-0.25,5,1.9,0.3859,2.75
L000563,S0086,J019,0.4067,0.13,4,2.7,0.4067,3.13
L000564,S0251,J039,0.5261,0.37,4,1.5,0.5261,3.37
L000565,S0213,J048,0.3426,-0.9,3,2.0,0.3426,2.1
L000566,S0231,J039,0.3248,-0.86,6,1.0,0.3248,2.14
L000567,S0209,J001,0.322,-0.66,8,1.6,0.322,2.34
L000568,S0264,J010,0.4723,-0.27,4,3.1,0.4723,2.73
L000569,S0178,J028,0.7745,1.81,5,1.8,0.7745,4.8100000000000005
L000570,S0034,J023,0.6443,0.69,5,1.6,0.6443,3.69
L000571,S0231,J004,0.4468,-0.16,6,1.0,0.4468,2.84
L000572,S0112,J035,0.437,-0.14,2,1.5,0.437,2.86
L000573,S0140,J035,0.6219,0.75,6,0.7,0.6219,3.75
L000574,S0259,J042,0.4802,0.54,5,2.1,0.4802,3.54
L000575,S0206,J005,0.6291,0.22,2,1.1,0.6291,3.22
L000576,S0109,J001,0.5205,-0.07,2,2.6,0.5205,2.93
L000577,S0093,J022,0.4977,0.43,8,1.2,0.4977,3.43
L000578,S0072,J019,0.4414,0.09,3,2.8,0.4414,3.09
L000579,S0230,J037,0.146,-1.6,7,0.9,0.146,1.4
L000580,S0140,J027,0.4944,0.15,6,0.7,0.4944,3.15
L000581,S0042,J014,0.351,-0.74,7,0.6,0.351,2.26
L000582,S0089,J026,0.3044,-1.09,3,1.3,0.3044,1.91
L000583,S0088,J045,0.0914,-2.06,4,0.6,0.0914,0.94
L000584,S0219,J008,0.591,0.2,2,1.1,0.591,3.2
L000585,S0087,J030,0.2568,-1.37,3,1.3,0.2568,1.63
L000586,S0224,J016,0.4095,-0.27,7,1.4,0.4095,2.73
L000587,S0088,J014,0.0,-3.26,4,0.6,0.0,-0.2599999999999998
L000588,S0255,J043,0.2952,-1.8,4,1.3,0.2952,1.2
L000589,S0288,J007,0.8122,1.46,7,1.0,0.8122,4.46
L000590,S0012,J017,0.6468,0.99,4,2.3,0.6468,3.99
L000591,S0029,J034,0.641,0.91,5,3.5,0.641,3.91
L000592,S0114,J038,0.6278,1.0,7,1.4,0.6278,4.0
L000593,S0002,J021,0.2759,-1.31,4,0.0,0.2759,1.69
L000594,S0249,J033,0.5904,0.42,8,1.8,0.5904,3.42
L000595,S0158,J036,0.5938,0.43,8,0.9,0.5938,3.43
L000596,S0131,J049,0.6253,0.92,4,1.6,0.6253,3.92
L000597,S0295,J045,0.433,-0.12,8,2.5,0.433,2.88
L000598,S0165,J004,0.3359,-0.72,7,1.4,0.3359,2.2800000000000002
L000599,S0191,J002,0.2479,-1.22,6,0.4,0.2479,1.78
L000600,S0202,J025,0.3756,-0.94,4,2.1,0.3756,2.06
L000601,S0212,J019,0.535,0.28,5,1.5,0.535,3.2800000000000002
L000602,S0097,J049,0.8769,1.77,5,1.5,0.8769,4.77
L000603,S0028,J014,0.2439,-1.47,4,1.6,0.2439,1.53
L000604,S0277,J020,0.6496,0.92,7,0.0,0.6496,3.92
L000605,S0003,J006,0.3095,-0.63,7,1.5,0.3095,2.37
L000606,S0176,J019,0.8989,2.04,7,0.4,0.8989,5.04
L000607,S0027,J034,0.4916,-0.21,6,1.3,0.4916,2.79
L000608,S0058,J039,0.4605,-0.83,3,1.8,0.4605,2.17
L000609,S0128,J012,0.298,-1.08,3,1.7,0.298,1.92
L000610,S0120,J005,0.2639,-1.27,8,1.5,0.2639,1.73
L000611,S0110,J005,0.6705,0.7,3,1.4,0.6705,3.7
L000612,S0077,J002,0.5215,0.27,7,2.0,0.5215,3.27
L000613,S0143,J035,0.5649,0.12,8,2.9,0.5649,3.12
L000614,S0042,J017,0.667,0.86,7,0.6,0.667,3.86
L000615,S0263,J023,0.8844,2.02,2,1.5,0.8844,5.02
L000616,S0059,J006,0.5962,1.15,8,1.5,0.5962,4.15
L000617,S0004,J005,0.1818,-1.43,4,1.5,0.1818,1.57
L000618,S0157,J022,0.4838,0.02,2,2.2,0.4838,3.02
L000619,S0043,J009,0.3825,-0.55,4,1.9,0.3825,2.45
L000620,S0083,J010,0.1172,-1.65,5,0.9,0.1172,1.35
L000621,S0257,J028,0.5571,0.3,4,0.0,0.5571,3.3
L000622,S0016,J007,0.3182,-0.52,4,0.7,0.3182,2.48
L000623,S0244,J030,0.5012,-0.15,3,2.0,0.5012,2.85
L000624,S0036,J027,0.4752,-0.04,2,1.4,0.4752,2.96
L000625,S0148,J017,0.73,0.87,4,1.4,0.73,3.87
L000626,S0144,J048,0.6359,0.6,2,1.2,0.6359,3.6
L000627,S0106,J017,0.4267,-0.72,4,0.8,0.4267,2.2800000000000002
L000628,S0029,J012,0.5235,0.31,5,3.5,0.5235,3.31
L000629,S0165,J038,0.564,0.38,7,1.4,0.564,3.38
L000630,S0060,J021,0.0029,-2.49,7,1.6,0.0029,0.5099999999999998
L000631,S0119,J026,0.1976,-1.66,5,1.1,0.1976,1.34
L000632,S0077,J023,0.7437,0.97,7,2.0,0.7437,3.9699999999999998
L000633,S0137,J014,0.3001,-2.07,4,1.2,0.3001,0.9300000000000002
L000634,S0213,J048,0.409,-0.9,3,2.0,0.409,2.1
L000635,S0104,J004,0.5213,0.6,7,1.3,0.5213,3.6
L000636,S0059,J044,0.2691,-1.05,8,1.5,0.2691,1.95
L000637,S0224,J022,0.3743,-1.07,7,1.4,0.3743,1.93
L000638,S0131,J013,0.311,-0.68,4,1.6,0.311,2.32
L000639,S0260,J008,0.5859,0.54,3,1.5,0.5859,3.54
L000640,S0067,J035,0.4827,-0.07,3,1.5,0.4827,2.93
L000641,S0194,J038,0.8749,2.29,3,0.5,0.8749,5.29
L000642,S0247,J008,0.1406,-2.09,5,2.7,0.1406,0.9100000000000001
L000643,S0066,J009,0.4183,-0.06,6,1.0,0.4183,2.94
L000644,S0179,J007,0.5308,0.06,8,1.4,0.5308,3.06
L000645,S0004,J044,0.2208,-1.83,4,1.5,0.2208,1.17
L000646,S0021,J048,0.5441,-0.11,5,0.8,0.5441,2.89
L000647,S0230,J041,0.164,-1.3,7,0.9,0.164,1.7
L000648,S0003,J036,0.2336,-1.63,7,1.5,0.2336,1.37
L000649,S0233,J014,0.1736,-2.06,4,1.5,0.1736,0.94
L000650,S0028,J004,0.5971,0.53,4,1.6,0.5971,3.5300000000000002
L000651,S0170,J041,0.5224,0.11,3,3.0,0.5224,3.11
L000652,S0268,J040,0.6922,0.59,7,1.2,0.6922,3.59
L000653,S0200,J032,0.552,0.62,7,0.8,0.552,3.62
L000654,S0073,J040,0.9179,1.78,3,1.9,0.9179,4.78
L000655,S0207,J040,0.5078,0.31,5,0.6,0.5078,3.31
L000656,S0030,J044,0.4328,-0.54,5,0.4,0.4328,2.46
L000657,S0216,J047,0.4494,-0.29,8,2.5,0.4494,2.71
L000658,S0129,J019,0.4517,-0.33,8,1.1,0.4517,2.67
L000659,S0225,J045,0.4977,-0.42,7,0.3,0.4977,2.58
L000660,S0295,J027,0.4406,0.18,8,2.5,0.4406,3.18
L000661,S0273,J042,0.6477,0.51,4,1.0,0.6477,3.51
L000662,S0031,J036,0.367,-1.05,3,2.7,0.367,1.95
L000663,S0200,J000,0.4816,0.12,7,0.8,0.4816,3.12
L000664,S0289,J009,0.2078,-1.27,2,1.8,0.2078,1.73
L000665,S0112,J033,0.5305,0.06,2,1.5,0.5305,3.06
L000666,S0279,J007,0.6806,1.07,8,2.1,0.6806,4.07
L000667,S0125,J030,0.1583,-2.12,2,2.3,0.1583,0.8799999999999999
L000668,S0134,J037,0.4571,-0.04,2,0.0,0.4571,2.96
L000669,S0165,J009,0.2943,-1.02,7,1.4,0.2943,1.98
L000670,S0035,J014,0.0,-3.04,3,1.9,0.0,-0.040000000000000036
L000671,S0026,J009,0.3646,-0.7,7,0.5,0.3646,2.3
L000672,S0298,J048,0.1337,-1.87,8,1.5,0.1337,1.13
L000673,S0151,J007,0.497,-0.11,3,0.2,0.497,2.89
L000674,S0269,J031,0.8079,1.7,6,0.0,0.8079,4.7
L000675,S0117,J019,0.4839,-0.26,3,0.0,0.4839,2.74
L000676,S0159,J006,0.9968,1.92,4,2.0,0.9968,4.92
L000677,S0181,J035,0.6336,0.71,3,1.0,0.6336,3.71
L000678,S0080,J019,0.6208,0.54,7,0.6,0.6208,3.54
L000679,S0252,J049,0.2532,-1.04,3,1.0,0.2532,1.96
L000680,S0292,J022,0.4141,-0.24,3,1.3,0.4141,2.76
L000681,S0007,J042,0.6447,1.37,8,1.7,0.6447,4.37
L000682,S0285,J045,0.337,-0.75,2,1.2,0.337,2.25
L000683,S0074,J022,0.4648,-0.34,8,2.3,0.4648,2.66
L000684,S0027,J025,0.353,-0.41,6,1.3,0.353,2.59
L000685,S0109,J048,0.537,0.33,2,2.6,0.537,3.33
L000686,S0043,J027,0.3465,-0.75,4,1.9,0.3465,2.25
L000687,S0157,J045,0.436,-0.48,2,2.2,0.436,2.52
L000688,S0249,J033,0.4979,0.42,8,1.8,0.4979,3.42
L000689,S0260,J004,0.6131,1.24,3,1.5,0.6131,4.24
L000690,S0022,J031,0.1242,-1.72,4,1.1,0.1242,1.28
L000691,S0036,J013,0.5109,-0.14,2,1.4,0.5109,2.86
L000692,S0276,J046,0.6202,1.12,3,1.5,0.6202,4.12
L000693,S0111,J041,0.3332,-0.67,8,2.5,0.3332,2.33
L000694,S0086,J000,0.3922,-0.47,4,2.7,0.3922,2.5300000000000002
L000695,S0137,J024,0.3271,-0.77,4,1.2,0.3271,2.23
L000696,S0077,J048,0.5941,0.17,7,2.0,0.5941,3.17
L000697,S0026,J034,0.3791,-0.2,7,0.5,0.3791,2.8
L000698,S0099,J013,0.7162,1.41,5,1.3,0.7162,4.41
L000699,S0099,J044,0.7002,1.01,5,1.3,0.7002,4.01
L000700,S0011,J038,0.7885,1.39,8,1.5,0.7885,4.39
L000701,S0121,J030,0.1431,-2.03,3,2.1,0.1431,0.9700000000000002
L000702,S0264,J046,0.7007,1.13,4,3.1,0.7007,4.13
L000703,S0019,J019,0.5918,-0.02,4,1.6,0.5918,2.98
L000704,S0261,J030,0.4607,0.17,2,1.7,0.4607,3.17
L000705,S0275,J033,0.7015,1.13,3,0.7,0.7015,4.13
L000706,S0016,J003,0.4816,-0.22,4,0.7,0.4816,2.78
L000707,S0224,J013,0.2411,-1.37,7,1.4,0.2411,1.63
L000708,S0042,J011,0.5983,-0.14,7,0.6,0.5983,2.86
L000709,S0052,J027,0.0912,-2.33,2,2.6,0.0912,0.6699999999999999
L000710,S0105,J028,0.8112,1.9,5,0.0,0.8112,4.9
L000711,S0230,J029,0.4053,-1.2,7,0.9,0.4053,1.8
L000712,S0269,J034,1.0,2.3,6,0.0,1.0,5.3
L000713,S0216,J025,0.5867,0.41,8,2.5,0.5867,3.41
L000714,S0266,J044,0.3449,-0.97,2,1.6,0.3449,2.0300000000000002
L000715,S0037,J003,0.584,0.45,7,2.7,0.584,3.45
L000716,S0189,J028,0.696,0.97,3,0.9,0.696,3.9699999999999998
L000717,S0259,J013,0.3147,-0.76,5,2.1,0.3147,2.24
L000718,S0055,J003,0.5328,0.78,8,2.6,0.5328,3.7800000000000002
L000719,S0045,J008,0.3662,-0.38,4,1.4,0.3662,2.62
L000720,S0275,J011,0.4349,-0.57,3,0.7,0.4349,2.43
L000721,S0216,J010,0.4933,0.01,8,2.5,0.4933,3.01
L000722,S0059,J011,0.2867,-1.45,8,1.5,0.2867,1.55
L000723,S0180,J023,0.6596,1.18,3,1.0,0.6596,4.18
L000724,S0266,J038,0.7554,1.13,2,1.6,0.7554,4.13
L000725,S0070,J021,0.0352,-2.98,2,1.0,0.0352,0.020000000000000018
L000726,S0017,J003,0.4395,0.08,2,2.3,0.4395,3.08
L000727,S0133,J020,0.6392,0.69,6,2.7,0.6392,3.69
L000728,S0008,J018,0.7476,1.3,2,1.1,0.7476,4.3
L000729,S0195,J035,0.4373,0.4,8,2.6,0.4373,3.4
L000730,S0131,J004,0.5353,-0.08,4,1.6,0.5353,2.92
L000731,S0003,J012,0.1798,-2.23,7,1.5,0.1798,0.77
L000732,S0128,J016,0.4048,-0.18,3,1.7,0.4048,2.82
L000733,S0198,J045,0.4279,-0.54,4,1.8,0.4279,2.46
L000734,S0291,J040,0.4783,-0.17,3,3.0,0.4783,2.83
L000735,S0144,J013,0.5943,0.4,2,1.2,0.5943,3.4
L000736,S0049,J044,0.2114,-1.23,7,0.2,0.2114,1.77
L000737,S0135,J038,0.5217,0.37,5,0.4,0.5217,3.37
L000738,S0242,J007,0.4625,-0.11,8,0.8,0.4625,2.89
L000739,S0224,J041,0.3128,-1.17,7,1.4,0.3128,1.83
L000740,S0230,J039,0.1891,-1.6,7,0.9,0.1891,1.4
L000741,S0050,J043,0.5721,0.19,2,0.8,0.5721,3.19
L000742,S0284,J002,0.316,-1.35,3,0.0,0.316,1.65
L000743,S0189,J045,0.4145,-0.63,3,0.9,0.4145,2.37
L000744,S0279,J006,0.8475,1.57,8,2.1,0.8475,4.57
L000745,S0073,J005,0.6553,0.98,3,1.9,0.6553,3.98
L000746,S0276,J038,0.579,1.22,3,1.5,0.579,4.22
L000747,S0244,J033,0.7769,1.55,3,2.0,0.7769,4.55
L000748,S0199,J023,0.4528,-0.37,7,2.1,0.4528,2.63
L000749,S0224,J034,0.3094,-0.57,7,1.4,0.3094,2.43
L000750,S0171,J006,0.6211,1.0,8,3.1,0.6211,4.0
L000751,S0280,J048,0.4836,0.04,7,1.3,0.4836,3.04
L000752,S0252,J024,0.0508,-2.74,3,1.0,0.0508,0.2599999999999998
L000753,S0035,J043,0.0945,-2.04,3,1.9,0.0945,0.96
L000754,S0105,J048,0.6756,0.7,5,0.0,0.6756,3.7
L000755,S0125,J003,0.507,0.28,2,2.3,0.507,3.2800000000000002
L000756,S0236,J038,0.5629,0.8,7,2.3,0.5629,3.8
L000757,S0074,J033,0.6728,0.26,8,2.3,0.6728,3.26
L000758,S0114,J001,0.4306,-0.9,7,1.4,0.4306,2.1
L000759,S0094,J022,0.5315,0.02,2,1.8,0.5315,3.02
L000760,S0279,J025,0.6326,0.37,8,2.1,0.6326,3.37
L000761,S0086,J003,0.5946,0.83,4,2.7,0.5946,3.83
L000762,S0294,J013,0.233,-1.31,8,0.3,0.233,1.69
L000763,S0121,J049,0.4916,0.37,3,2.1,0.4916,3.37
L000764,S0254,J025,0.7577,1.35,4,1.8,0.7577,4.35
L000765,S0238,J019,0.6528,0.65,7,2.1,0.6528,3.65
L000766,S0063,J004,0.3416,-1.1,3,0.3,0.3416,1.9
L000767,S0059,J043,0.3398,-1.05,8,1.5,0.3398,1.95
L000768,S0014,J033,0.6356,0.6,6,2.1,0.6356,3.6
L000769,S0164,J030,0.4078,-0.35,2,2.0,0.4078,2.65
L000770,S0240,J022,0.5144,0.0,4,1.5,0.5144,3.0
L000771,S0102,J048,0.4048,-0.43,4,2.9,0.4048,2.57
L000772,S0239,J036,0.4803,-0.02,7,1.1,0.4803,2.98
L000773,S0036,J017,0.4962,0.06,2,1.4,0.4962,3.06
L000774,S0169,J024,0.651,0.84,3,2.1,0.651,3.84
L000775,S0054,J024,0.7385,1.4,6,1.0,0.7385,4.4
L000776,S0088,J044,0.0838,-2.26,4,0.6,0.0838,0.7400000000000002
L000777,S0107,J033,0.4216,0.05,2,1.3,0.4216,3.05
