log_id,student_id,job_id,match_score_served,skill_score_served,skill_gap,verified_skills,years_exp,skew
L000395,S0198,J013,0.3928,3.16,-0.34,4,1.8,0.0
L000396,S0150,J039,0.5014,3.648,0.01,7,1.4,0.0766
L000397,S0285,J035,0.5905,2.97,0.15,2,1.2,0.0399
L000398,S0287,J048,0.3916,2.493,-0.85,3,2.1,0.0853
L000399,S0148,J040,0.8603,4.234,1.47,4,1.4,0.1282
L000400,S0041,J003,0.6171,2.532,0.61,7,1.5,0.0445
L000401,S0283,J047,0.3315,2.256,-1.39,6,2.5,0.0923
L000402,S0271,J023,0.4931,2.43,-0.07,2,2.2,0.0
L000403,S0258,J008,0.3426,2.302,-1.32,5,0.0,0.0443
L000404,S0280,J008,0.5833,3.385,-0.26,7,1.3,0.0909
L000405,S0192,J029,0.724,4.35,1.15,5,0.1,0.0
L000406,S0149,J008,0.6073,3.301,-0.37,5,0.7,0.1416
L000407,S0240,J034,0.6249,3.243,0.5,4,1.5,0.0861
L000408,S0024,J029,0.5826,2.607,-0.66,7,0.7,0.134
L000409,S0087,J025,0.5036,2.943,0.03,3,1.3,0.0268
L000410,S0033,J013,0.1911,2.17,-1.33,3,1.8,0.0
L000411,S0213,J002,0.4294,2.4,-0.8,3,2.0,0.0
L000412,S0074,J015,0.5171,2.891,-0.04,8,2.3,0.0626
L000413,S0206,J025,0.8064,3.778,0.82,2,1.1,0.1157
L000414,S0221,J040,0.718,3.82,1.12,5,1.6,0.0
L000415,S0248,J003,0.8841,3.061,1.12,7,1.2,0.0814
L000416,S0292,J048,0.5909,3.018,-0.34,3,1.3,0.1157
L000417,S0046,J020,0.6429,2.56,0.2,7,1.3,0.1201
L000418,S0101,J034,0.7703,3.349,0.61,5,1.3,0.0773
L000419,S0094,J010,0.587,3.281,-0.08,2,1.8,0.121
L000420,S0282,J033,0.8116,3.581,0.93,8,0.7,0.1016
L000421,S0128,J034,0.4484,2.26,-0.48,3,1.7,0.0801
L000422,S0007,J042,0.8373,3.607,1.37,8,1.7,0.0749
L000423,S0118,J006,0.7221,2.417,0.67,4,0.0,0.0946
L000424,S0107,J013,0.2789,2.65,-0.85,2,1.3,0.0
L000425,S0007,J009,0.5706,3.57,0.37,8,1.7,0.0
L000426,S0047,J007,0.7385,3.404,1.18,4,0.6,0.0485
L000427,S0098,J045,0.5935,3.331,-0.42,3,0.9,0.1016
L000428,S0056,J036,0.3954,1.478,-1.25,4,1.7,0.0563
L000429,S0119,J011,0.0533,1.167,-3.16,5,1.1,0.0533
L000430,S0235,J004,0.617,3.237,0.3,8,1.1,0.0746
L000431,S0085,J004,0.4974,2.318,-0.62,3,2.2,0.0756
L000432,S0047,J004,0.7182,3.427,0.48,4,0.6,0.0933
L000433,S0146,J040,0.4921,1.854,-0.9,7,0.6,0.1073
L000434,S0040,J015,0.6723,3.234,0.29,5,1.0,0.0885
L000435,S0129,J046,0.63,2.311,0.37,8,1.1,0.0821
L000436,S0001,J020,0.5564,2.8,0.5,4,1.2,0.0
L000437,S0190,J045,0.4904,2.642,-1.14,7,0.0,0.164
L000438,S0166,J013,0.2244,1.569,-1.99,6,2.7,0.119
L000439,S0188,J028,0.4583,1.603,-0.53,5,1.4,0.0651
L000440,S0262,J017,0.4257,2.776,-0.57,7,0.4,0.0919
L000441,S0012,J016,0.9478,4.329,1.89,4,2.3,0.078
L000442,S0079,J019,0.5949,2.351,-0.3,8,1.9,0.1025
L000443,S0192,J007,0.9415,4.35,2.15,5,0.1,0.0
L000444,S0130,J016,0.7089,3.462,1.05,2,2.1,0.0234
L000445,S0061,J014,0.3756,3.482,-1.44,2,1.2,0.0435
L000446,S0253,J011,0.299,3.32,-0.98,6,2.8,0.0
L000447,S0215,J038,0.7908,3.447,1.61,6,2.7,0.0749
L000448,S0071,J005,0.5013,3.165,-0.37,5,2.5,0.0704
L000449,S0064,J005,0.4346,3.588,0.06,3,2.0,0.055
L000450,S0211,J030,0.1228,2.13,-2.17,4,0.9,0.0
L000451,S0248,J023,0.6304,3.049,0.52,7,1.2,0.058
L000452,S0009,J013,0.3345,2.114,-1.44,8,1.9,0.1088
L000453,S0171,J000,0.5028,2.753,-0.5,8,3.1,0.1056
L000454,S0220,J036,0.8029,3.922,1.15,8,2.3,0.1443
L000455,S0282,J026,0.7362,3.568,0.73,8,0.7,0.0759
L000456,S0201,J035,0.6295,3.094,0.25,5,1.9,0.0889
L000457,S0177,J022,0.9644,4.483,1.23,2,1.1,0.106
L000458,S0245,J008,0.1569,2.07,-1.53,7,2.0,0.0
L000459,S0159,J041,0.6259,3.654,0.32,4,2.0,0.0678
L000460,S0017,J044,0.2245,2.045,-1.92,2,2.3,0.1293
L000461,S0285,J042,0.7476,2.998,0.75,2,1.2,0.0969
L000462,S0204,J011,0.2362,2.961,-1.36,6,1.9,0.0416
L000463,S0214,J008,0.2358,2.044,-1.6,2,2.0,0.0889
L000464,S0190,J014,0.1406,2.56,-2.34,7,0.0,0.0
L000465,S0046,J011,0.2211,2.529,-1.8,7,1.3,0.0582
L000466,S0082,J019,0.5712,2.789,0.14,5,0.4,0.0988
L000467,S0109,J028,0.8907,3.68,1.53,2,2.6,0.0993
L000468,S0072,J028,0.6787,2.767,0.59,3,2.8,0.1534
L000469,S0148,J024,0.8229,4.246,0.57,4,1.4,0.1527
L000470,S0022,J020,0.3582,1.58,-0.72,4,1.1,0.0
L000471,S0116,J006,0.4967,1.235,-0.5,3,2.9,0.0705
L000472,S0254,J049,1.0,4.302,2.35,4,1.8,0.1037
L000473,S0101,J033,0.6656,3.31,0.71,5,1.3,0.0
L000474,S0027,J018,0.4806,2.548,-0.81,6,1.3,0.116
L000475,S0117,J011,0.1868,2.367,-1.96,3,0.0,0.0549
L000476,S0045,J008,0.5179,3.23,-0.38,4,1.4,0.0209
L000477,S0267,J037,0.4745,3.134,-0.5,6,1.1,0.0678
L000478,S0153,J007,0.7803,3.415,1.16,8,1.6,0.1095
L000479,S0028,J025,0.6876,3.463,0.53,4,1.6,0.0663
L000480,S0028,J012,0.5326,3.461,0.13,4,1.6,0.0615
L000481,S0215,J021,0.4308,3.44,-1.19,6,2.7,0.0599
L000482,S0068,J016,0.7287,2.942,0.49,6,2.1,0.1033
L000483,S0114,J040,0.539,2.831,0.1,7,1.4,0.0613
L000484,S0152,J047,0.2731,2.144,-1.5,7,0.9,0.0885
L000485,S0237,J035,0.5224,2.555,-0.3,4,1.6,0.1103
L000486,S0122,J033,0.6627,2.893,0.24,3,1.9,0.1069
L000487,S0080,J023,0.6934,3.187,0.64,7,0.6,0.0941
L000488,S0003,J042,0.41,1.12,-1.13,7,1.5,0.1006
L000489,S0107,J007,0.6997,2.685,0.45,2,1.3,0.0704
L000490,S0260,J025,0.6891,4.157,1.24,3,1.5,0.0337
L000491,S0274,J035,0.5432,2.653,-0.19,7,0.6,0.0859
L000492,S0241,J005,0.4793,3.22,-0.28,4,1.4,0.0
L000493,S0081,J044,0.5527,4.007,0.07,4,2.1,0.0748
L000494,S0239,J019,0.4422,2.68,0.08,7,1.1,0.0
L000495,S0023,J004,0.6648,3.451,0.51,2,1.9,0.0818
L000496,S0174,J001,0.4009,2.809,-0.94,4,2.7,0.0972
L000497,S0215,J012,0.6531,3.459,0.11,6,2.7,0.0977
L000498,S0097,J009,0.6131,3.701,0.47,5,1.5,0.0611
L000499,S0169,J009,0.732,4.447,1.24,3,2.1,0.0135
L000500,S0190,J032,0.5891,2.582,-0.14,7,0.0,0.0435
L000501,S0295,J043,0.5301,3.637,-0.32,8,2.5,0.1132
L000502,S0183,J049,1.0,4.04,2.1,2,0.8,0.0794
L000503,S0109,J010,0.7551,3.671,0.33,2,2.6,0.0818
L000504,S0266,J045,0.3697,2.978,-0.77,2,1.6,0.0965
L000505,S0287,J041,0.4122,2.478,-0.85,3,2.1,0.0567
L000506,S0010,J000,0.3408,2.389,-0.87,6,1.1,0.1183
L000507,S0044,J024,0.3653,3.03,-0.57,7,2.7,0.0
L000508,S0183,J029,0.8096,4.055,0.8,2,0.8,0.1092
L000509,S0074,J002,0.4795,2.905,-0.34,8,2.3,0.0907
L000510,S0281,J041,0.1518,1.45,-1.85,3,0.0,0.0
L000511,S0004,J029,0.3919,2.109,-1.13,4,1.5,0.0779
L000512,S0281,J004,0.2491,1.45,-1.45,3,0.0,0.0
L000513,S0142,J011,0.1964,2.224,-2.12,7,3.5,0.0886
L000514,S0187,J010,0.6391,3.34,-0.03,2,1.1,0.1398
L000515,S0019,J038,0.6592,2.58,0.78,4,1.6,0.0
L000516,S0060,J043,0.1959,2.11,-1.79,7,1.6,0.0
L000517,S0087,J036,0.475,2.93,0.23,3,1.3,0.0
L000518,S0181,J049,0.8509,3.533,1.61,3,1.0,0.0459
L000519,S0095,J038,0.726,2.471,0.63,7,0.7,0.0822
L000520,S0126,J046,0.7001,2.982,1.05,4,1.6,0.0647
L000521,S0089,J021,0.1224,1.751,-2.89,3,1.3,0.0824
L000522,S0188,J008,0.2458,1.616,-2.03,5,1.4,0.092
L000523,S0277,J039,0.57,3.269,-0.38,7,0.0,0.0973
L000524,S0174,J039,0.3938,2.775,-0.84,4,2.7,0.0308
L000525,S0220,J021,0.5356,3.922,-0.75,8,2.3,0.1436
L000526,S0279,J018,0.539,3.27,-0.03,8,2.1,0.0
L000527,S0036,J043,0.5065,3.398,-0.54,2,1.4,0.076
L000528,S0090,J028,0.7927,3.39,1.29,2,1.6,0.0
L000529,S0295,J032,0.8637,3.669,0.88,8,2.5,0.1781
L000530,S0159,J023,0.86,3.689,1.12,4,2.0,0.1385
L000531,S0028,J043,0.3674,3.43,-0.47,4,1.6,0.0
L000532,S0141,J007,0.6906,2.763,0.52,3,0.8,0.0868
L000533,S0247,J036,0.2297,1.51,-1.19,5,2.7,0.0
L000534,S0099,J029,0.8981,4.95,1.71,5,1.3,0.0792
L000535,S0192,J010,0.6756,4.35,1.05,5,0.1,0.0
L000536,S0014,J039,0.4979,3.255,-0.4,6,2.1,0.1094
L000537,S0249,J021,0.3438,3.077,-1.58,8,1.8,0.1136
L000538,S0155,J025,0.5636,3.44,0.54,4,1.8,0.0
L000539,S0263,J034,0.8603,4.541,1.82,2,1.5,0.0419
L000540,S0235,J036,0.6097,3.2,0.5,8,1.1,0.0
L000541,S0192,J031,0.7633,4.411,1.05,5,0.1,0.1223
L000542,S0061,J037,0.5851,3.525,-0.14,2,1.2,0.1308
L000543,S0186,J015,0.6205,3.526,0.61,7,2.2,0.0328
L000544,S0205,J037,0.6738,4.44,0.84,6,2.0,0.0
L000545,S0233,J030,0.3279,2.896,-1.46,4,1.5,0.1129
L000546,S0214,J022,0.3718,2.044,-1.2,2,2.0,0.0878
L000547,S0048,J001,0.3798,2.611,-1.13,2,1.3,0.0813
L000548,S0160,J021,0.3597,3.65,-0.95,2,1.5,0.0
L000549,S0249,J025,0.5617,3.038,0.12,8,1.8,0.0351
L000550,S0123,J023,0.8966,3.937,1.39,3,1.2,0.0942
L000551,S0029,J037,0.6889,3.665,0.01,5,3.5,0.1106
L000552,S0165,J027,0.3377,2.22,-1.22,7,1.4,0.0809
L000553,S0115,J047,0.5678,3.792,0.16,8,1.5,0.0632
L000554,S0150,J027,0.6537,3.658,0.21,7,1.4,0.0956
L000555,S0015,J008,0.6034,4.46,0.86,2,2.0,0.0
L000556,S0176,J042,1.0,4.709,2.44,7,0.4,0.1386
L000557,S0259,J000,0.3079,2.74,-0.46,5,2.1,0.0
L000558,S0197,J037,0.489,3.061,-0.59,4,2.5,0.1021
L000559,S0063,J041,0.2877,1.807,-1.5,3,0.3,0.0139
L000560,S0033,J001,0.2967,2.239,-1.53,3,1.8,0.1383
L000561,S0103,J018,0.544,3.65,0.35,5,1.4,0.0
L000562,S0219,J042,0.9533,3.843,1.6,2,1.1,0.0855
L000563,S0194,J011,0.5567,4.131,-0.21,3,0.5,0.082
L000564,S0164,J037,0.6266,3.983,0.35,2,2.0,0.066
L000565,S0238,J023,0.6957,3.294,0.75,7,2.1,0.0873
L000566,S0291,J033,0.4806,2.53,-0.07,3,3.0,0.0
L000567,S0046,J047,0.4531,2.545,-1.1,7,1.3,0.0893
L000568,S0029,J001,0.5594,3.629,-0.09,5,3.5,0.0373
L000569,S0107,J033,0.5138,2.687,0.05,2,1.3,0.0743
L000570,S0091,J025,0.5602,2.626,-0.32,8,1.6,0.0913
L000571,S0011,J006,0.6983,3.19,1.49,8,1.5,0.0
L000572,S0046,J047,0.3495,2.525,-1.1,7,1.3,0.0494
L000573,S0117,J022,0.4954,2.38,-0.86,3,0.0,0.0802
L000574,S0294,J016,0.5802,2.239,-0.21,8,0.3,0.0977
L000575,S0289,J022,0.3735,1.976,-1.27,2,1.8,0.0915
L000576,S0042,J031,0.7041,4.16,0.86,7,0.6,0.0
L000577,S0158,J048,0.4285,3.13,-0.17,8,0.9,0.0
L000578,S0140,J019,0.775,3.58,0.95,6,0.7,0.0596
L000579,S0111,J012,0.4853,2.673,-0.67,8,2.5,0.0865
L000580,S0045,J011,0.3693,3.25,-1.08,4,1.4,0.0608
L000581,S0227,J008,0.7183,4.056,0.43,8,2.7,0.0529
L000582,S0209,J030,0.2702,3.073,-1.26,8,1.6,0.0656
L000583,S0290,J036,0.5897,2.69,-0.03,3,2.0,0.0408
L000584,S0265,J036,0.8932,4.425,1.7,6,2.2,0.0498
L000585,S0192,J020,0.9902,4.379,2.05,5,0.1,0.0575
L000586,S0128,J043,0.261,2.256,-1.68,3,1.7,0.0713
L000587,S0283,J049,0.6476,2.248,0.31,6,2.5,0.0759
L000588,S0176,J016,0.9771,4.683,2.24,7,0.4,0.0857
L000589,S0293,J047,0.5563,3.238,-0.38,6,1.8,0.035
L000590,S0058,J033,0.5924,2.793,0.17,3,1.8,0.0468
L000591,S0248,J007,0.6962,3.068,0.82,7,1.2,0.0969
L000592,S0030,J042,0.7709,3.36,1.16,5,0.4,0.0
L000593,S0121,J038,0.6409,2.315,0.47,3,2.1,0.0908
L000594,S0164,J039,0.5861,3.95,0.35,2,2.0,0.0
L000595,S0206,J025,0.7378,3.749,0.82,2,1.1,0.058
L000596,S0116,J040,0.2237,1.194,-1.5,3,2.9,-0.0122
L000597,S0087,J042,0.7306,2.968,0.73,3,1.3,0.0769
L000598,S0239,J016,0.6591,2.727,0.28,7,1.1,0.0931
L000599,S0091,J047,0.3954,2.631,-1.02,8,1.6,0.1028
L000600,S0129,J037,0.3961,2.306,-1.33,8,1.1,0.0711
L000601,S0091,J017,0.4529,2.633,-0.72,8,1.6,0.1055
L000602,S0059,J025,0.6349,2.903,-0.05,8,1.5,0.1061
L000603,S0076,J017,0.3247,2.12,-1.18,2,2.4,0.0
L000604,S0041,J022,0.37,2.51,-0.69,7,1.5,0.0
L000605,S0083,J002,0.1994,1.65,-1.55,5,0.9,0.0
L000606,S0109,J028,0.8056,3.662,1.53,2,2.6,0.0635
L000607,S0122,J020,0.6736,2.863,0.54,3,1.9,0.0468
L000608,S0195,J043,0.5576,3.246,-0.7,8,2.6,0.0917
L000609,S0227,J031,0.5434,4.03,0.73,8,2.7,0.0
L000610,S0239,J039,0.3501,2.68,-0.92,7,1.1,0.0
L000611,S0088,J048,0.2965,1.703,-1.66,4,0.6,0.1256
L000612,S0270,J031,0.6212,3.707,0.38,4,1.7,0.0549
L000613,S0228,J042,0.8649,3.935,1.68,5,0.9,0.1098
L000614,S0225,J023,0.6902,3.307,0.78,7,0.3,0.054
L000615,S0258,J034,0.5035,2.329,-0.42,5,0.0,0.097
L000616,S0020,J042,0.9301,3.702,1.45,3,0.9,0.1039
L000617,S0105,J031,0.7004,4.048,0.7,5,0.0,0.0967
L000618,S0246,J036,0.3729,1.362,-1.39,6,2.7,0.104
L000619,S0126,J030,0.2872,2.981,-1.35,4,1.6,0.0614
L000620,S0154,J037,0.4001,3.087,-0.55,6,1.8,0.0741
L000621,S0195,J013,0.4852,3.238,-0.3,8,2.6,0.0764
L000622,S0287,J020,0.6612,2.49,0.15,3,2.1,0.0802
L000623,S0097,J049,0.9521,3.719,1.77,5,1.5,0.0973
L000624,S0193,J040,0.9228,4.426,1.68,4,0.0,0.0928
L000625,S0059,J010,0.6069,2.903,-0.45,8,1.5,0.1061
L000626,S0009,J045,0.0675,2.06,-1.64,8,1.9,0.0
L000627,S0052,J013,0.1894,1.105,-2.43,2,2.6,0.0704
L000628,S0188,J031,0.1808,1.57,-1.73,5,1.4,0.0
L000629,S0085,J025,0.4448,2.308,-0.62,3,2.2,0.0566
L000630,S0136,J017,0.5073,3.028,-0.31,8,0.6,0.0766
L000631,S0242,J025,0.435,2.112,-0.81,8,0.8,0.0431
L000632,S0002,J045,0.5339,3.338,-0.41,4,0.0,0.0952
L000633,S0205,J000,0.8163,4.465,1.24,6,2.0,0.0504
L000634,S0259,J041,0.5424,2.804,-0.56,5,2.1,0.1282
L000635,S0093,J035,0.7025,3.694,0.83,8,1.2,0.128
L000636,S0170,J030,0.4224,3.46,-0.89,3,3.0,0.0996
L000637,S0002,J042,0.7736,3.33,1.09,4,0.0,0.0809
L000638,S0002,J045,0.5239,3.331,-0.41,4,0.0,0.082
L000639,S0204,J043,0.3844,2.954,-0.96,6,1.9,0.0282
L000640,S0209,J034,0.6718,3.067,0.34,8,1.6,0.0536
L000641,S0299,J005,0.4677,3.03,-0.51,5,0.2,0.0808
L000642,S0211,J017,0.3065,2.15,-1.17,4,0.9,0.0401
L000643,S0240,J044,0.4458,3.234,-0.7,4,1.5,0.0684
L000644,S0051,J002,0.3332,2.238,-1.03,7,1.7,0.1364
L000645,S0257,J047,0.3745,2.462,-1.2,4,0.0,0.1241
L000646,S0187,J039,0.4906,3.306,-0.33,2,1.1,0.0726
L000647,S0245,J035,0.3699,2.098,-0.73,7,2.0,0.0557
L000648,S0092,J017,0.1421,1.008,-2.35,2,2.4,0.116
L000649,S0036,J043,0.4245,3.399,-0.54,2,1.4,0.0787
L000650,S0187,J008,0.4845,3.31,-0.33,2,1.1,0.0807
L000651,S0229,J044,0.4228,2.948,-1.01,5,1.7,0.1164
L000652,S0083,J002,0.242,1.666,-1.55,5,0.9,0.0321
L000653,S0234,J013,0.3845,2.567,-0.96,4,2.9,0.053
L000654,S0263,J015,0.7322,4.52,1.62,2,1.5,0.0
L000655,S0115,J001,0.5967,3.814,0.06,8,1.5,0.1081
L000656,S0241,J047,0.4927,3.264,-0.38,4,1.4,0.0882
L000657,S0138,J019,0.5365,2.094,-0.57,5,1.3,0.1278
L000658,S0030,J005,0.4484,3.383,-0.14,5,0.4,0.0469
L000659,S0043,J012,0.535,2.695,-0.65,4,1.9,0.0892
L000660,S0077,J030,0.4374,3.513,-0.83,7,2.0,0.0855
L000661,S0199,J049,0.5929,2.169,0.23,7,2.1,0.0772
L000662,S0289,J041,0.199,1.93,-1.37,2,1.8,0.0
L000663,S0158,J040,0.5915,3.13,0.43,8,0.9,0.0
L000664,S0181,J014,0.2592,3.51,-1.39,3,1.0,0.0
L000665,S0136,J026,0.6752,3.052,0.19,8,0.6,0.1249
L000666,S0244,J010,0.8357,4.198,0.85,3,2.0,0.0961
L000667,S0012,J000,0.7826,4.316,1.09,4,2.3,0.0514
L000668,S0157,J000,0.5409,3.258,0.02,2,2.2,0.0752
L000669,S0167,J038,0.8865,3.137,1.28,7,2.3,0.1139
L000670,S0274,J031,0.5739,2.681,-0.69,7,0.6,0.142
L000671,S0086,J041,0.463,2.779,-0.57,4,2.7,0.0988
L000672,S0137,J029,0.5074,2.864,-0.37,4,1.2,0.0677
L000673,S0153,J032,0.6578,3.415,0.66,8,1.6,0.1097
L000674,S0206,J046,0.9319,3.768,1.82,2,1.1,0.0968
L000675,S0206,J032,0.735,3.789,1.02,2,1.1,0.137
L000676,S0074,J043,0.3266,2.86,-1.04,8,2.3,0.0
L000677,S0184,J006,0.8573,3.54,1.81,4,3.3,0.0597
L000678,S0195,J016,0.7645,3.241,0.8,8,2.6,0.0815
L000679,S0188,J040,0.4051,1.614,-1.13,5,1.4,0.087
L000680,S0054,J003,1.0,5.045,3.1,6,1.0,0.0891
L000681,S0227,J038,0.9919,4.075,2.23,8,2.7,0.0905
L000682,S0268,J043,0.4372,3.343,-0.61,7,1.2,0.1065
L000683,S0254,J041,0.651,4.251,0.95,4,1.8,0.0013
L000684,S0037,J016,0.5115,2.407,-0.05,7,2.7,0.1149
L000685,S0250,J036,0.4642,2.91,0.21,4,1.0,0.0
L000686,S0296,J007,0.677,3.09,0.85,7,0.9,0.0802
L000687,S0179,J002,0.5065,2.314,-0.94,8,1.4,0.1071
L000688,S0109,J015,0.7368,3.672,0.73,2,2.6,0.0844
L000689,S0271,J019,0.4558,2.43,-0.17,2,2.2,0.0
L000690,S0195,J021,0.2996,3.252,-1.4,8,2.6,0.1041
L000691,S0249,J017,0.4504,3.073,-0.28,8,1.8,0.1067
L000692,S0278,J027,0.4274,3.01,-0.39,8,2.0,0.0
L000693,S0217,J014,0.0821,1.611,-3.33,7,0.7,0.0821
L000694,S0058,J015,0.4447,2.77,-0.13,3,1.8,0.0
L000695,S0288,J018,0.574,3.689,0.36,7,1.0,0.058
L000696,S0005,J001,0.3946,2.78,-0.94,8,2.3,0.0398
L000697,S0158,J036,0.7446,3.156,0.43,8,0.9,0.0516
L000698,S0070,J048,0.2497,1.62,-1.68,2,1.0,0.0
L000699,S0223,J006,0.5926,2.32,0.62,8,0.1,0.0
L000700,S0263,J014,0.5002,4.56,-0.38,2,1.5,0.0803
L000701,S0262,J044,0.3382,2.759,-1.17,7,0.4,0.0588
L000702,S0006,J014,0.0775,2.179,-2.76,7,2.5,0.0775
L000703,S0171,J025,0.5596,2.741,-0.2,8,3.1,0.0824
L000704,S0149,J014,0.1949,3.262,-1.67,5,0.7,0.0638
L000705,S0110,J035,0.85,4.237,1.4,3,1.4,0.0745
L000706,S0199,J034,0.3133,2.13,-0.57,7,2.1,0.0
L000707,S0250,J040,0.6014,2.974,0.21,4,1.0,0.1288
L000708,S0001,J031,0.4968,2.827,-0.5,4,1.2,0.0537
L000709,S0133,J004,0.5491,3.008,0.09,6,2.7,0.0356
L000710,S0079,J048,0.3084,2.312,-1.0,8,1.9,0.0233
L000711,S0259,J003,0.7136,2.774,0.84,5,2.1,0.067
L000712,S0082,J049,0.8788,2.801,0.84,5,0.4,0.1218
L000713,S0081,J038,1.0,4.055,2.17,4,2.1,0.1699
L000714,S0155,J046,0.8604,3.482,1.54,4,1.8,0.0833
L000715,S0289,J005,0.2459,1.93,-1.57,2,1.8,0.0
L000716,S0224,J015,0.3028,2.13,-0.77,7,1.4,0.0
L000717,S0213,J021,0.0572,2.4,-2.2,3,2.0,0.0
L000718,S0289,J015,0.3019,1.955,-0.97,2,1.8,0.05
L000719,S0106,J037,0.3558,2.613,-1.02,4,0.8,0.0669
L000720,S0228,J040,0.8788,3.933,1.18,5,0.9,0.1065
L000721,S0214,J020,0.5759,2.055,-0.3,2,2.0,0.1103
L000722,S0294,J048,0.3892,2.225,-1.11,8,0.3,0.0706
L000723,S0117,J027,0.3507,2.376,-1.06,3,0.0,0.0728
L000724,S0023,J026,0.6005,3.41,0.61,2,1.9,0.0
L000725,S0011,J026,0.7072,3.232,0.39,8,1.5,0.0842
L000726,S0256,J013,0.3722,2.7,-0.8,6,2.5,0.0
L000727,S0070,J021,0.1411,1.672,-2.98,2,1.0,0.1036
L000728,S0116,J029,0.1528,1.244,-2.0,3,2.9,0.0872
L000729,S0294,J042,0.5258,2.228,-0.01,8,0.3,0.0769
L000730,S0010,J021,0.1599,2.383,-2.27,6,1.1,0.1062
L000731,S0239,J048,0.2961,2.68,-0.62,7,1.1,0.0
L000732,S0017,J000,0.3792,1.98,-1.22,2,2.3,0.0
L000733,S0236,J048,0.4803,2.646,-0.7,7,2.3,0.0914
L000734,S0289,J016,0.5039,1.93,-0.47,2,1.8,0.0
L000735,S0244,J035,0.7481,4.15,1.35,3,2.0,0.0
L000736,S0105,J016,0.9109,4.046,1.6,5,0.0,0.0919
L000737,S0035,J023,0.5945,1.927,-0.64,3,1.9,0.1341
L000738,S0200,J027,0.5718,3.345,-0.08,7,0.8,0.0505
L000739,S0199,J018,0.343,2.13,-1.17,7,2.1,0.0
L000740,S0003,J034,0.3201,1.12,-1.63,7,1.5,0.1008
L000741,S0084,J017,0.6663,3.06,-0.31,7,2.5,0.1407
L000742,S0013,J037,0.327,2.066,-1.58,8,1.1,0.092
L000743,S0276,J034,0.7042,3.073,0.32,3,1.5,0.1068
L000744,S0171,J006,0.7737,2.742,1.0,8,3.1,0.0836
L000745,S0036,J019,0.7085,3.36,0.76,2,1.4,0.0
L000746,S0135,J006,0.5994,2.17,0.47,5,0.4,0.0
L000747,S0014,J048,0.5254,3.2,-0.1,6,2.1,0.0
L000748,S0032,J019,0.7077,3.462,0.83,2,1.6,0.065
L000749,S0275,J003,0.9926,3.762,1.83,3,0.7,0.0635
L000750,S0019,J015,0.5691,2.625,-0.32,4,1.6,0.0892
L000751,S0058,J027,0.4564,2.805,-0.63,3,1.8,0.0705
L000752,S0207,J043,0.3664,3.04,-0.89,5,0.6,0.0599
L000753,S0008,J026,0.8108,4.6,1.8,2,1.1,0.0
L000754,S0047,J029,0.4613,3.38,0.18,4,0.6,0.0
L000755,S0184,J011,0.482,3.557,-0.79,4,3.3,0.0931
L000756,S0182,J037,0.4825,3.408,-0.25,8,0.9,0.1157
L000757,S0274,J026,0.5923,2.667,-0.19,7,0.6,0.1147
L000758,S0118,J033,0.4839,2.37,-0.23,4,0.0,0.0
L000759,S0080,J006,0.8579,3.155,1.44,7,0.6,0.0307
L000760,S0054,J036,0.9617,5.054,2.3,6,1.0,0.1083
L000761,S0295,J026,0.6685,3.61,0.78,8,2.5,0.0595
L000762,S0153,J038,0.7949,3.405,1.56,8,1.6,0.0895
L000763,S0202,J003,0.5591,1.999,0.06,4,2.1,0.0777
L000764,S0067,J002,0.3489,2.73,-0.47,3,1.5,0.0
L000765,S0276,J010,0.4485,3.059,-0.28,3,1.5,0.079
L000766,S0148,J037,0.6918,4.236,0.57,4,1.4,0.1327
L000767,S0181,J047,0.6463,3.559,-0.09,3,1.0,0.0987
L000768,S0164,J020,0.8196,3.988,1.65,2,2.0,0.0758
L000769,S0101,J007,0.8261,3.364,1.11,5,1.3,0.1077
L000770,S0186,J026,0.6966,3.554,0.71,7,2.2,0.0881
L000771,S0228,J048,0.6552,3.93,0.58,5,0.9,0.1001
L000772,S0251,J041,0.7649,4.022,0.67,4,1.5,0.1039
L000773,S0025,J038,0.8962,4.025,2.22,7,1.9,0.0094
L000774,S0239,J036,0.576,2.711,-0.02,7,1.1,0.062
L000775,S0210,J048,0.3059,2.84,-0.46,5,1.8,0.0
L000776,S0069,J004,0.6235,3.522,0.59,4,1.6,0.0646
L000777,S0117,J034,0.4696,2.357,-0.36,3,0.0,0.0338
L000778,S0080,J040,0.7057,3.201,0.44,7,0.6,0.1228
L000779,S0115,J032,0.756,3.813,1.06,8,1.5,0.1055
L000780,S0175,J016,0.5462,2.227,-0.21,6,0.7,0.0732
L000781,S0142,J018,0.3974,2.225,-1.12,7,3.5,0.0907
L000782,S0052,J024,0.1165,1.092,-2.53,2,2.6,0.0436
L000783,S0163,J033,0.7127,3.8,1.2,6,1.8,0.0
L000784,S0063,J016,0.4587,1.825,-0.6,3,0.3,0.0498
L000785,S0206,J014,0.279,3.72,-1.18,2,1.1,0.0
L000786,S0075,J047,0.6421,4.35,0.73,6,2.5,0.0397
L000787,S0045,J016,0.5814,3.22,0.82,4,1.4,0.0
L000788,S0104,J048,0.5516,3.538,0.2,7,1.3,0.0763
L000789,S0020,J013,0.6718,3.707,0.15,3,0.9,0.1137
L000790,S0165,J041,0.3669,2.235,-1.12,7,1.4,0.1108
