candidate_id,years_experience,skill_match_score,profile_completeness,protected_group,consent_ts
C01800,4.5,0.46,0.91,B,2025-01-24T00:00:00
C01801,1.6,0.533,0.902,B,2026-03-20T00:00:00
C01802,6.6,0.263,0.55,A,2025-05-14T00:00:00
C01803,0.0,0.768,0.643,B,2025-02-04T00:00:00
C01804,5.1,0.353,0.795,B,2025-04-21T00:00:00
C01805,11.7,0.556,1.0,B,2025-11-24T00:00:00
C01806,0.0,0.73,0.636,A,2025-09-30T00:00:00
C01807,3.3,0.768,0.676,A,2025-03-18T00:00:00
C01808,4.0,0.245,0.813,A,2025-05-31T00:00:00
C01809,2.6,0.582,0.843,A,2025-04-16T00:00:00
C01810,7.1,0.692,0.852,A,2025-11-23T00:00:00
C01811,5.4,0.61,0.623,A,2026-03-09T00:00:00
C01812,4.5,0.869,0.67,B,2025-05-08T00:00:00
C01813,6.4,0.436,0.782,A,2026-03-24T00:00:00
C01814,4.1,0.19,0.939,B,2025-07-24T00:00:00
C01815,13.5,0.762,0.714,A,2025-02-11T00:00:00
C01816,4.5,0.493,0.747,B,2025-06-11T00:00:00
C01817,4.6,0.248,0.596,A,2026-03-13T00:00:00
C01818,0.0,0.568,1.0,A,2026-02-09T00:00:00
C01819,2.4,0.846,0.773,B,2025-12-31T00:00:00
C01820,7.4,0.347,0.912,B,2025-07-19T00:00:00
C01821,0.0,1.0,0.754,A,2026-01-23T00:00:00
C01822,0.0,0.432,0.763,A,2025-12-22T00:00:00
C01823,4.1,0.617,0.525,B,2026-01-31T00:00:00
C01824,8.1,0.356,0.427,B,2025-10-06T00:00:00
C01825,4.1,0.608,0.938,A,2025-09-11T00:00:00
C01826,3.0,0.573,0.762,A,2026-04-29T00:00:00
C01827,0.0,0.302,0.781,A,2026-04-19T00:00:00
C01828,5.4,1.0,0.563,B,2025-09-26T00:00:00
C01829,6.0,0.501,0.615,A,2025-04-11T00:00:00
C01830,0.0,0.501,0.909,A,2025-07-24T00:00:00
C01831,7.4,0.794,1.0,B,2025-09-10T00:00:00
C01832,6.3,0.963,0.657,A,2025-12-05T00:00:00
C01833,7.4,0.825,0.851,A,2025-06-09T00:00:00
C01834,5.8,0.36,0.779,A,2025-01-23T00:00:00
C01835,6.0,0.643,0.732,A,2026-02-16T00:00:00
C01836,5.6,0.224,1.0,A,2026-04-20T00:00:00
C01837,6.6,0.78,0.682,A,2025-02-11T00:00:00
C01838,0.0,0.273,0.936,B,2025-06-09T00:00:00
C01839,0.0,0.439,0.807,B,2025-08-05T00:00:00
C01840,1.8,0.599,0.747,A,2026-01-16T00:00:00
C01841,3.6,0.689,0.956,B,2026-01-22T00:00:00
C01842,5.2,0.548,0.794,A,2025-06-21T00:00:00
C01843,5.0,0.904,0.736,B,2025-06-06T00:00:00
C01844,7.4,0.745,0.957,A,2025-07-22T00:00:00
C01845,7.4,0.729,0.937,B,2025-05-01T00:00:00
C01846,1.4,0.354,0.93,A,2025-08-07T00:00:00
C01847,4.7,0.94,0.167,B,2025-05-12T00:00:00
C01848,1.5,0.439,0.816,A,2025-01-31T00:00:00
C01849,3.4,0.948,0.782,B,2025-12-23T00:00:00
C01850,5.0,1.0,0.745,A,2026-01-29T00:00:00
C01851,0.0,0.703,0.841,B,2025-05-24T00:00:00
C01852,11.2,0.806,0.789,A,2025-07-20T00:00:00
C01853,5.7,0.0,0.852,B,2025-07-21T00:00:00
C01854,2.2,0.561,0.71,B,2025-01-12T00:00:00
C01855,9.8,0.82,0.975,B,2025-09-30T00:00:00
C01856,3.0,0.785,0.867,A,2025-08-18T00:00:00
C01857,4.4,0.356,0.831,A,2026-04-16T00:00:00
C01858,2.5,0.541,0.824,A,2025-07-05T00:00:00
C01859,9.0,0.093,0.924,A,2026-02-02T00:00:00
C01860,3.7,0.683,0.903,B,2025-07-15T00:00:00
C01861,4.4,0.223,0.733,B,2025-04-03T00:00:00
C01862,7.6,0.826,0.899,B,2025-06-24T00:00:00
C01863,5.8,0.837,0.776,A,2026-03-18T00:00:00
C01864,3.8,0.505,1.0,B,2025-05-09T00:00:00
C01865,7.3,0.704,0.915,B,2026-02-27T00:00:00
C01866,11.6,0.557,0.656,B,2025-11-29T00:00:00
C01867,5.0,0.648,1.0,A,2026-01-08T00:00:00
C01868,4.4,0.371,0.435,A,2026-01-12T00:00:00
C01869,4.5,0.724,0.846,B,2025-09-16T00:00:00
C01870,7.9,0.272,0.646,A,2025-10-28T00:00:00
C01871,2.2,0.234,1.0,A,2025-02-04T00:00:00
C01872,3.2,0.576,0.788,B,2025-12-16T00:00:00
C01873,0.0,0.558,0.631,B,2025-12-22T00:00:00
C01874,0.4,0.654,0.71,B,2025-02-21T00:00:00
C01875,2.4,0.47,0.643,B,2025-09-17T00:00:00
C01876,3.8,0.977,0.704,A,2025-09-12T00:00:00
C01877,9.3,0.632,0.701,A,2025-06-04T00:00:00
C01878,5.6,0.647,0.637,A,2025-02-03T00:00:00
C01879,1.3,0.639,0.791,B,2025-01-05T00:00:00
C01880,1.8,0.801,0.809,A,2025-04-15T00:00:00
C01881,8.1,0.715,0.601,B,2025-04-26T00:00:00
C01882,7.4,0.688,0.501,A,2025-04-16T00:00:00
C01883,4.1,0.747,0.797,B,2025-10-30T00:00:00
C01884,2.7,0.235,0.83,A,2025-07-30T00:00:00
C01885,7.4,0.243,0.86,A,2025-02-26T00:00:00
C01886,1.0,0.585,0.833,A,2025-02-11T00:00:00
C01887,5.2,0.56,0.986,A,2025-11-24T00:00:00
C01888,10.8,0.716,0.9,B,2026-04-13T00:00:00
C01889,4.6,0.604,1.0,A,2026-02-14T00:00:00
C01890,1.7,0.716,1.0,A,2026-01-14T00:00:00
C01891,5.2,0.351,0.486,B,2025-06-09T00:00:00
C01892,2.6,0.598,0.42,B,2025-12-18T00:00:00
C01893,0.0,0.332,0.749,A,2025-02-10T00:00:00
C01894,6.1,0.677,0.826,A,2025-03-27T00:00:00
C01895,7.4,0.224,0.739,A,2025-03-11T00:00:00
C01896,3.1,0.67,0.856,B,2025-04-02T00:00:00
C01897,2.9,0.306,0.709,A,2025-06-28T00:00:00
C01898,1.1,0.523,0.646,A,2025-01-22T00:00:00
C01899,3.6,0.779,0.669,A,2026-02-11T00:00:00
C01900,2.3,0.645,0.72,B,2025-12-24T00:00:00
C01901,1.0,0.271,0.877,A,2025-11-14T00:00:00
C01902,9.7,0.466,0.677,B,2025-03-29T00:00:00
C01903,5.4,0.3,0.707,A,2026-03-10T00:00:00
C01904,5.7,0.261,0.836,B,2025-01-04T00:00:00
C01905,6.7,0.624,0.72,A,2026-05-13T00:00:00
C01906,6.3,0.712,0.918,A,2025-12-30T00:00:00
C01907,2.8,0.688,0.612,A,2025-04-12T00:00:00
C01908,4.8,0.721,0.58,B,2025-04-09T00:00:00
C01909,3.2,0.598,0.796,B,2025-12-14T00:00:00
C01910,5.3,0.545,0.811,A,2026-02-09T00:00:00
C01911,5.0,0.385,0.62,A,2025-08-22T00:00:00
C01912,2.9,0.512,0.952,B,2025-01-31T00:00:00
C01913,0.0,0.336,1.0,A,2025-09-04T00:00:00
C01914,4.4,0.431,0.656,A,2025-08-28T00:00:00
C01915,3.4,0.618,0.973,A,2025-06-12T00:00:00
C01916,0.0,0.576,0.393,B,2026-03-28T00:00:00
C01917,5.5,1.0,0.911,B,2025-06-21T00:00:00
C01918,6.9,0.331,0.621,B,2025-05-02T00:00:00
C01919,11.6,0.575,0.896,B,2025-12-05T00:00:00
C01920,2.8,0.315,0.606,A,2025-11-06T00:00:00
C01921,2.4,0.522,0.74,A,2025-11-07T00:00:00
C01922,0.7,0.531,0.628,A,2025-09-10T00:00:00
C01923,4.6,0.769,0.718,A,2025-06-09T00:00:00
C01924,4.6,0.51,1.0,A,2025-05-09T00:00:00
C01925,1.6,0.562,0.734,A,2025-03-01T00:00:00
C01926,3.5,0.514,1.0,A,2025-04-03T00:00:00
C01927,0.0,0.32,0.692,B,2025-10-17T00:00:00
C01928,6.8,0.47,0.974,A,2025-07-23T00:00:00
C01929,1.7,0.524,0.506,A,2026-01-05T00:00:00
C01930,3.9,0.615,0.707,B,2026-02-07T00:00:00
C01931,0.0,0.712,0.67,B,2025-10-07T00:00:00
C01932,2.3,0.553,0.981,B,2025-02-22T00:00:00
C01933,3.2,0.55,0.778,B,2025-01-02T00:00:00
C01934,4.0,0.256,0.437,B,2025-04-25T00:00:00
C01935,5.4,0.708,0.553,A,2025-05-22T00:00:00
C01936,8.3,0.461,0.598,A,2025-02-06T00:00:00
C01937,6.2,0.749,0.89,B,2026-01-25T00:00:00
C01938,6.9,0.863,0.871,A,2025-07-03T00:00:00
C01939,8.3,0.562,0.705,A,2026-01-07T00:00:00
C01940,5.7,0.395,0.668,A,2025-04-15T00:00:00
C01941,3.9,0.597,0.857,A,2025-01-06T00:00:00
C01942,7.0,0.67,0.581,A,2025-03-10T00:00:00
C01943,7.2,0.537,0.819,A,2025-08-24T00:00:00
C01944,5.9,0.487,0.806,B,2025-08-28T00:00:00
C01945,0.0,0.713,0.709,B,2025-08-07T00:00:00
C01946,1.5,0.7,0.81,A,2026-04-25T00:00:00
C01947,3.2,0.531,0.765,B,2025-11-23T00:00:00
C01948,6.3,0.269,0.825,A,2026-01-01T00:00:00
C01949,3.9,0.691,0.55,B,2025-03-04T00:00:00
C01950,7.4,0.447,0.842,B,2025-08-21T00:00:00
C01951,7.9,0.643,0.904,A,2025-11-07T00:00:00
C01952,7.6,0.63,0.798,B,2025-10-20T00:00:00
C01953,7.6,0.222,0.84,B,2026-04-19T00:00:00
C01954,0.9,0.616,0.734,B,2025-08-26T00:00:00
C01955,5.4,0.703,0.884,B,2025-07-05T00:00:00
C01956,2.2,0.727,0.76,B,2026-04-18T00:00:00
C01957,0.0,0.623,0.578,A,2025-06-18T00:00:00
C01958,3.1,0.205,0.873,B,2025-10-13T00:00:00
C01959,8.0,0.855,0.505,B,2025-01-15T00:00:00
C01960,5.4,0.682,0.792,B,2025-03-24T00:00:00
C01961,10.1,0.359,0.692,A,2025-01-29T00:00:00
C01962,4.5,0.442,0.683,B,2025-07-28T00:00:00
C01963,11.3,0.646,0.776,A,2026-04-11T00:00:00
C01964,4.5,0.736,0.644,B,2025-02-05T00:00:00
C01965,4.1,0.502,0.827,A,2026-05-03T00:00:00
C01966,0.2,0.765,0.759,B,2026-03-11T00:00:00
C01967,7.3,0.241,0.657,B,2025-01-03T00:00:00
C01968,2.5,0.392,0.951,A,2025-01-08T00:00:00
C01969,2.1,0.187,0.781,A,2026-03-27T00:00:00
C01970,7.8,0.421,0.845,A,2025-10-20T00:00:00
C01971,7.5,0.902,0.962,B,2025-03-28T00:00:00
C01972,7.4,1.0,0.96,B,2026-04-22T00:00:00
C01973,2.9,0.647,0.837,A,2025-10-08T00:00:00
C01974,3.8,0.472,0.705,A,2025-11-14T00:00:00
C01975,3.8,0.556,0.536,A,2025-12-06T00:00:00
C01976,6.3,0.695,0.781,A,2025-04-11T00:00:00
C01977,8.7,0.287,0.914,B,2025-06-29T00:00:00
C01978,5.1,0.486,0.803,B,2025-03-06T00:00:00
C01979,9.9,0.887,0.233,A,2025-09-22T00:00:00
C01980,6.7,0.391,0.881,B,2026-05-09T00:00:00
C01981,3.3,0.45,0.89,A,2025-11-10T00:00:00
C01982,6.5,0.603,0.705,B,2025-12-12T00:00:00
C01983,9.1,0.657,0.898,A,2025-04-07T00:00:00
C01984,10.0,0.475,0.844,B,2025-09-28T00:00:00
C01985,7.6,0.615,0.647,B,2026-05-13T00:00:00
C01986,4.1,0.722,0.941,A,2025-02-14T00:00:00
C01987,3.3,0.992,0.56,B,2025-04-12T00:00:00
C01988,5.7,0.575,0.741,B,2025-12-26T00:00:00
C01989,9.0,0.592,0.726,A,2025-01-06T00:00:00
C01990,5.3,0.905,0.626,A,2025-04-14T00:00:00
C01991,5.4,0.49,0.796,B,2026-04-18T00:00:00
C01992,4.2,0.335,0.947,A,2025-01-10T00:00:00
C01993,3.0,0.65,0.937,A,2025-08-03T00:00:00
C01994,3.5,0.815,0.859,A,2025-06-14T00:00:00
C01995,4.4,0.672,0.496,B,2025-07-19T00:00:00
C01996,9.2,0.581,0.55,A,2025-05-10T00:00:00
C01997,3.3,0.31,0.775,A,2025-05-18T00:00:00
C01998,4.2,0.588,0.745,B,2026-01-16T00:00:00
C01999,1.4,0.847,0.675,A,2025-01-13T00:00:00
C02000,6.1,0.353,1.0,B,2025-03-06T00:00:00
C02001,8.1,0.551,0.766,A,2025-05-13T00:00:00
C02002,8.9,0.523,0.831,B,2026-02-18T00:00:00
C02003,4.6,0.46,0.898,B,2025-07-16T00:00:00
C02004,5.7,0.65,0.758,A,2025-01-18T00:00:00
C02005,3.5,0.689,1.0,B,2025-09-18T00:00:00
C02006,5.6,0.687,0.609,A,2025-11-10T00:00:00
C02007,4.9,0.405,0.659,A,2025-08-17T00:00:00
C02008,4.2,0.271,0.609,A,2025-02-14T00:00:00
C02009,4.4,0.652,0.984,B,2026-03-16T00:00:00
C02010,5.4,0.499,0.87,A,2026-03-06T00:00:00
C02011,3.1,0.968,0.668,A,2026-04-01T00:00:00
C02012,3.3,0.977,0.62,A,2026-04-27T00:00:00
C02013,9.1,0.998,0.958,A,2025-06-08T00:00:00
C02014,12.1,0.412,0.804,A,2025-07-30T00:00:00
C02015,0.4,0.714,0.962,A,2026-04-25T00:00:00
C02016,0.2,0.774,0.741,A,2025-08-13T00:00:00
C02017,1.1,0.752,0.827,A,2026-03-09T00:00:00
C02018,3.7,0.529,0.795,B,2025-11-20T00:00:00
C02019,6.7,0.856,0.656,A,2026-04-09T00:00:00
C02020,5.8,0.6,0.728,B,2025-01-06T00:00:00
C02021,4.5,0.626,0.572,A,2025-12-20T00:00:00
C02022,5.6,0.292,0.824,A,2026-02-05T00:00:00
C02023,1.9,0.729,0.864,A,2025-04-10T00:00:00
C02024,3.3,0.548,0.899,A,2026-01-03T00:00:00
C02025,3.9,0.693,0.85,A,2025-04-08T00:00:00
C02026,0.0,0.647,0.731,B,2026-03-29T00:00:00
C02027,0.5,0.636,0.983,A,2026-03-31T00:00:00
C02028,0.6,0.591,0.884,A,2025-01-02T00:00:00
C02029,6.3,0.757,0.958,B,2025-09-11T00:00:00
C02030,4.7,0.56,0.968,A,2025-07-11T00:00:00
C02031,5.8,0.309,0.731,A,2026-03-22T00:00:00
C02032,0.0,0.714,0.808,A,2025-06-10T00:00:00
C02033,0.0,0.438,0.866,A,2025-12-27T00:00:00
C02034,6.0,0.335,0.578,A,2025-02-28T00:00:00
C02035,0.0,0.396,0.581,B,2025-04-17T00:00:00
C02036,7.7,0.657,0.555,B,2026-05-08T00:00:00
C02037,0.0,0.581,0.734,A,2025-07-12T00:00:00
C02038,6.5,0.173,0.7,B,2026-01-18T00:00:00
C02039,1.3,0.523,0.535,B,2026-04-29T00:00:00
C02040,7.1,0.834,0.772,A,2026-04-28T00:00:00
C02041,13.6,0.51,0.736,B,2025-01-10T00:00:00
C02042,0.0,0.567,0.927,B,2025-04-27T00:00:00
C02043,6.1,0.809,1.0,B,2025-12-24T00:00:00
C02044,0.0,0.759,0.818,B,2026-04-09T00:00:00
C02045,5.3,0.804,0.646,A,2026-05-05T00:00:00
C02046,3.4,0.045,0.847,A,2025-12-27T00:00:00
C02047,4.4,0.947,0.751,A,2025-02-22T00:00:00
C02048,1.3,0.727,0.714,A,2026-01-07T00:00:00
C02049,6.3,1.0,0.621,A,2025-05-16T00:00:00
C02050,0.0,0.444,0.68,B,2026-02-09T00:00:00
C02051,7.7,0.247,0.723,A,2025-10-01T00:00:00
C02052,2.8,0.601,0.871,A,2025-04-02T00:00:00
C02053,0.0,0.545,0.827,B,2026-02-26T00:00:00
C02054,8.8,0.731,1.0,A,2026-05-10T00:00:00
C02055,3.8,0.815,0.851,A,2025-09-11T00:00:00
C02056,9.7,0.583,0.814,B,2026-02-11T00:00:00
C02057,7.7,0.552,0.704,A,2025-01-30T00:00:00
C02058,1.6,0.705,0.594,A,2025-05-16T00:00:00
C02059,3.7,0.549,0.665,A,2025-03-05T00:00:00
C02060,4.4,0.532,0.645,B,2025-05-22T00:00:00
C02061,8.6,0.807,0.366,A,2025-07-07T00:00:00
C02062,5.3,0.852,0.599,A,2025-08-04T00:00:00
C02063,4.5,0.817,0.99,A,2025-06-11T00:00:00
C02064,3.4,0.566,0.805,A,2025-09-30T00:00:00
C02065,3.8,0.172,0.694,B,2025-04-20T00:00:00
C02066,7.9,0.57,0.81,A,2025-06-23T00:00:00
C02067,4.0,0.448,0.457,B,2026-02-25T00:00:00
C02068,2.8,0.574,0.792,A,2025-10-09T00:00:00
C02069,2.3,0.466,0.942,A,2025-01-14T00:00:00
C02070,2.3,0.596,0.732,B,2025-06-14T00:00:00
C02071,0.0,0.392,0.484,A,2026-02-19T00:00:00
C02072,1.7,0.344,0.688,A,2025-04-01T00:00:00
C02073,8.5,0.845,0.942,B,2026-04-06T00:00:00
C02074,3.4,0.406,0.789,A,2025-05-28T00:00:00
C02075,6.1,0.6,0.537,A,2025-11-12T00:00:00
C02076,0.0,0.791,1.0,B,2025-08-26T00:00:00
C02077,5.7,0.783,0.562,A,2025-11-09T00:00:00
C02078,3.5,0.759,0.714,A,2026-02-03T00:00:00
C02079,2.6,0.661,0.594,A,2025-03-16T00:00:00
C02080,4.5,0.745,0.595,A,2025-06-26T00:00:00
C02081,2.5,0.875,0.682,A,2025-10-12T00:00:00
C02082,0.0,0.685,0.845,B,2025-05-11T00:00:00
C02083,6.8,0.233,0.944,A,2025-07-07T00:00:00
C02084,4.7,0.494,0.692,B,2026-03-19T00:00:00
C02085,3.1,0.739,0.598,A,2025-04-25T00:00:00
C02086,1.1,0.475,0.822,A,2025-04-05T00:00:00
C02087,0.0,0.924,0.826,A,2025-10-19T00:00:00
C02088,4.7,0.587,0.786,B,2025-02-19T00:00:00
C02089,8.8,0.617,0.791,A,2025-01-01T00:00:00
C02090,4.6,0.825,0.733,A,2026-03-11T00:00:00
C02091,0.0,0.563,0.765,B,2025-05-19T00:00:00
C02092,4.7,0.635,0.723,B,2025-03-02T00:00:00
C02093,3.8,0.78,0.911,A,2025-11-25T00:00:00
C02094,6.6,0.306,1.0,B,2025-08-29T00:00:00
C02095,5.8,0.543,0.777,A,2025-08-16T00:00:00
C02096,0.0,0.766,0.749,A,2025-08-08T00:00:00
C02097,5.6,0.613,0.788,A,2025-03-14T00:00:00
C02098,1.0,0.893,0.651,A,2026-03-06T00:00:00
C02099,0.0,0.285,0.865,A,2025-01-01T00:00:00
C02100,3.4,0.262,0.816,B,2025-08-30T00:00:00
C02101,5.2,0.754,0.687,A,2025-05-16T00:00:00
C02102,0.0,0.773,0.885,B,2025-11-17T00:00:00
C02103,6.1,0.561,0.753,B,2025-10-02T00:00:00
C02104,6.3,0.68,0.604,B,2025-07-12T00:00:00
C02105,4.1,0.749,0.803,B,2025-09-25T00:00:00
C02106,1.4,0.437,0.786,B,2025-04-24T00:00:00
C02107,1.1,0.459,0.894,B,2025-03-07T00:00:00
C02108,7.1,0.638,0.875,A,2026-03-29T00:00:00
C02109,0.0,0.781,0.734,A,2025-11-03T00:00:00
C02110,7.2,0.367,0.679,A,2025-11-23T00:00:00
C02111,3.5,0.56,0.75,A,2026-05-15T00:00:00
C02112,3.7,0.551,0.804,A,2026-03-29T00:00:00
C02113,0.0,0.684,0.823,B,2025-10-20T00:00:00
C02114,3.6,0.598,0.795,A,2026-02-01T00:00:00
C02115,5.8,0.491,0.736,B,2025-09-21T00:00:00
C02116,0.0,0.85,0.9,A,2025-04-29T00:00:00
C02117,5.5,0.492,0.649,A,2025-11-08T00:00:00
C02118,4.3,0.542,1.0,A,2026-04-02T00:00:00
C02119,2.1,0.282,0.864,A,2026-03-16T00:00:00
C02120,6.6,0.457,0.581,A,2025-09-10T00:00:00
C02121,0.0,0.703,0.778,A,2026-04-18T00:00:00
C02122,5.0,0.664,0.866,A,2025-04-09T00:00:00
C02123,8.9,0.72,0.698,A,2025-01-21T00:00:00
C02124,8.3,0.71,0.526,A,2025-07-21T00:00:00
C02125,5.2,1.0,0.594,A,2025-04-13T00:00:00
C02126,3.1,0.45,0.831,A,2026-04-24T00:00:00
C02127,2.1,0.276,0.487,A,2025-02-27T00:00:00
C02128,3.1,0.39,0.533,A,2025-09-25T00:00:00
C02129,5.6,0.459,0.831,A,2026-01-22T00:00:00
C02130,1.6,0.405,0.717,A,2025-02-25T00:00:00
C02131,6.3,0.619,0.646,B,2025-01-23T00:00:00
C02132,10.4,0.851,0.676,B,2025-10-04T00:00:00
C02133,3.8,0.908,0.529,B,2026-03-28T00:00:00
C02134,0.0,0.701,0.823,A,2025-01-09T00:00:00
C02135,0.0,1.0,0.629,A,2025-01-11T00:00:00
C02136,6.3,0.529,0.67,A,2026-04-08T00:00:00
C02137,3.8,0.273,0.802,B,2025-10-29T00:00:00
C02138,6.6,0.811,0.712,B,2025-12-17T00:00:00
C02139,2.4,0.232,0.644,B,2025-05-18T00:00:00
C02140,6.5,0.449,0.452,B,2025-06-06T00:00:00
C02141,3.5,0.704,0.805,A,2025-08-24T00:00:00
C02142,1.8,0.58,0.762,B,2025-04-18T00:00:00
C02143,2.8,0.562,0.672,B,2025-08-09T00:00:00
C02144,0.4,0.364,0.594,A,2026-04-22T00:00:00
C02145,10.0,0.598,0.752,B,2026-01-10T00:00:00
C02146,3.7,0.801,0.822,A,2026-03-11T00:00:00
C02147,5.9,0.604,0.765,B,2025-09-06T00:00:00
C02148,2.4,0.434,0.996,B,2026-01-29T00:00:00
C02149,0.8,0.35,0.856,A,2025-07-30T00:00:00
C02150,3.3,0.438,0.734,B,2025-11-05T00:00:00
C02151,7.3,0.678,0.861,A,2026-01-01T00:00:00
C02152,2.4,0.669,0.757,B,2026-02-17T00:00:00
C02153,1.4,0.44,0.757,B,2026-04-08T00:00:00
C02154,4.5,0.158,0.944,B,2025-02-22T00:00:00
C02155,5.5,0.684,0.615,B,2026-02-01T00:00:00
C02156,8.9,0.42,0.753,A,2025-12-21T00:00:00
C02157,5.1,0.738,0.928,A,2026-01-04T00:00:00
C02158,5.9,0.449,0.796,A,2025-01-08T00:00:00
C02159,6.2,0.402,0.695,A,2025-09-01T00:00:00
C02160,0.5,0.631,0.494,A,2026-04-26T00:00:00
C02161,1.1,1.0,0.409,A,2026-03-27T00:00:00
C02162,0.7,0.75,1.0,A,2025-04-26T00:00:00
C02163,0.0,0.627,0.796,A,2025-09-01T00:00:00
C02164,6.4,0.672,0.662,B,2026-03-08T00:00:00
C02165,4.9,0.25,0.802,A,2026-04-11T00:00:00
C02166,4.2,0.376,0.608,B,2025-06-15T00:00:00
C02167,0.0,0.098,0.7,A,2026-02-06T00:00:00
C02168,10.2,0.946,0.609,A,2026-02-22T00:00:00
C02169,1.3,0.905,0.538,A,2025-03-17T00:00:00
C02170,10.2,0.679,0.434,A,2025-01-16T00:00:00
C02171,0.0,0.627,0.51,A,2025-01-24T00:00:00
C02172,1.6,0.29,0.903,A,2025-03-14T00:00:00
C02173,0.0,0.556,0.602,A,2026-01-06T00:00:00
C02174,5.1,0.958,0.83,A,2025-07-14T00:00:00
C02175,0.7,0.626,0.893,B,2025-12-09T00:00:00
C02176,0.8,0.487,0.752,A,2025-02-14T00:00:00
C02177,0.0,0.248,0.705,B,2025-10-29T00:00:00
C02178,6.3,0.876,0.77,A,2026-01-08T00:00:00
C02179,6.1,0.586,0.688,B,2026-05-04T00:00:00
C02180,9.4,0.249,0.931,B,2025-06-09T00:00:00
C02181,1.9,0.415,1.0,B,2025-09-30T00:00:00
C02182,4.7,0.344,0.967,B,2025-08-30T00:00:00
C02183,0.1,0.574,0.427,A,2025-06-23T00:00:00
C02184,3.0,0.641,0.684,A,2025-11-16T00:00:00
C02185,2.4,0.499,0.751,A,2025-10-10T00:00:00
C02186,5.4,0.755,0.819,B,2026-02-21T00:00:00
C02187,7.1,0.616,0.491,B,2025-01-15T00:00:00
C02188,7.0,0.812,0.488,A,2025-04-21T00:00:00
C02189,1.5,0.529,0.946,B,2025-10-17T00:00:00
C02190,7.0,1.0,0.666,A,2025-10-14T00:00:00
C02191,3.9,0.487,0.527,B,2026-03-28T00:00:00
C02192,3.0,0.419,0.584,B,2025-12-04T00:00:00
C02193,1.9,0.395,0.809,A,2025-01-03T00:00:00
C02194,2.3,0.558,0.627,B,2025-09-02T00:00:00
C02195,9.2,0.256,0.786,B,2026-02-27T00:00:00
C02196,4.9,0.659,0.603,A,2026-03-13T00:00:00
C02197,4.5,0.219,0.488,A,2026-02-05T00:00:00
C02198,3.2,0.632,0.964,A,2025-08-27T00:00:00
C02199,11.3,0.33,0.81,B,2025-02-23T00:00:00
C02200,7.9,0.524,0.7,A,2025-04-17T00:00:00
C02201,1.8,0.721,0.672,B,2026-02-28T00:00:00
C02202,3.2,1.0,0.97,B,2025-06-20T00:00:00
C02203,3.4,0.384,0.839,A,2026-01-17T00:00:00
C02204,4.4,0.57,0.922,A,2025-01-19T00:00:00
C02205,1.9,0.455,0.662,B,2025-09-03T00:00:00
C02206,5.3,0.426,0.758,B,2026-04-21T00:00:00
C02207,8.4,0.457,0.81,A,2025-05-03T00:00:00
C02208,0.1,0.765,0.667,A,2025-01-16T00:00:00
C02209,0.6,0.502,0.736,A,2025-05-25T00:00:00
C02210,2.6,1.0,0.662,B,2025-02-01T00:00:00
C02211,2.7,0.683,0.81,A,2025-11-03T00:00:00
C02212,10.0,0.398,0.552,B,2025-04-06T00:00:00
C02213,7.0,0.527,0.836,A,2025-05-04T00:00:00
C02214,6.8,0.44,0.797,B,2025-10-21T00:00:00
C02215,3.2,0.76,0.72,A,2025-06-12T00:00:00
C02216,3.1,0.272,0.817,A,2025-11-22T00:00:00
C02217,0.0,0.332,0.695,B,2026-04-11T00:00:00
C02218,6.3,0.482,0.649,B,2026-04-11T00:00:00
C02219,5.5,0.737,0.832,A,2025-12-31T00:00:00
C02220,7.9,0.847,0.838,A,2026-04-30T00:00:00
C02221,3.4,0.876,0.674,A,2026-01-04T00:00:00
C02222,3.6,0.706,0.661,A,2025-02-03T00:00:00
C02223,4.5,0.583,0.723,A,2026-04-23T00:00:00
C02224,6.7,0.759,0.667,B,2025-10-11T00:00:00
C02225,0.0,0.371,0.979,A,2025-01-03T00:00:00
C02226,6.2,0.231,0.797,B,2025-11-07T00:00:00
C02227,3.9,0.687,0.752,A,2025-05-03T00:00:00
C02228,0.8,0.399,0.61,A,2025-09-25T00:00:00
C02229,0.0,0.587,0.861,B,2025-11-25T00:00:00
C02230,3.6,0.624,0.658,A,2025-01-14T00:00:00
C02231,8.3,0.65,0.652,B,2025-08-08T00:00:00
C02232,9.0,0.788,0.866,A,2025-01-28T00:00:00
C02233,5.1,0.766,0.808,B,2025-02-26T00:00:00
C02234,9.9,0.639,0.374,B,2025-04-16T00:00:00
C02235,3.9,0.512,0.726,B,2026-01-26T00:00:00
C02236,6.9,0.622,0.769,A,2025-07-26T00:00:00
C02237,2.6,0.481,0.699,A,2025-01-24T00:00:00
C02238,2.5,0.561,0.774,A,2026-01-09T00:00:00
C02239,2.0,1.0,0.479,A,2025-09-29T00:00:00
C02240,0.0,0.636,0.325,A,2025-03-12T00:00:00
C02241,7.9,0.69,0.604,A,2025-10-09T00:00:00
C02242,2.1,0.459,0.792,A,2025-05-05T00:00:00
C02243,1.6,0.804,0.266,A,2025-11-14T00:00:00
C02244,0.5,0.752,0.623,A,2026-04-19T00:00:00
C02245,3.4,0.753,0.462,A,2025-06-07T00:00:00
C02246,9.3,0.643,0.714,A,2026-01-08T00:00:00
C02247,10.3,0.807,1.0,B,2025-01-12T00:00:00
C02248,0.0,0.854,0.717,A,2025-07-23T00:00:00
C02249,2.9,0.657,0.734,A,2026-03-21T00:00:00
